dataset,row_number,field,defect_class,original_value
Works_Recommended.csv,21620,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21621,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21622,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21623,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21624,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21625,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21626,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21627,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21628,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21636,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21637,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21638,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21639,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21640,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21647,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21648,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21649,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21650,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21651,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21662,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21663,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21664,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21665,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21666,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21667,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21668,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21669,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21670,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21671,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21672,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21673,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21674,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21675,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21676,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21677,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21678,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21679,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21680,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21681,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21682,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21683,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21684,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21685,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21686,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21687,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21688,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21689,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21690,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21691,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21692,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21693,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21694,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21695,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21696,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21697,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21698,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21699,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21700,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21701,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21702,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21703,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21704,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21705,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21706,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21707,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21708,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21709,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21710,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21711,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21712,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21713,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21714,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21715,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21716,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21717,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21718,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21719,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21720,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21721,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21722,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21723,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21724,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21726,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21727,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21729,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21730,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21732,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21733,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21734,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21737,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21741,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21745,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21746,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21751,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21752,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21753,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21765,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21766,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21767,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21768,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21774,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21775,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21776,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21777,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21778,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21779,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21780,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21781,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21782,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21783,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21784,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21785,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21786,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21787,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21788,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21789,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21790,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21791,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21792,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21793,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21794,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21795,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21796,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21797,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21798,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21799,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21800,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21801,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21802,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21803,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21804,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21805,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21806,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21807,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21808,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21809,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21810,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21811,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21812,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21813,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21814,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21815,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21816,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21817,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21818,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21819,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21820,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21821,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21822,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21823,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21824,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21825,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21826,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21827,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21828,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21829,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21830,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21831,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21832,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21833,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21834,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21835,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21836,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21837,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21838,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21839,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21840,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21841,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21842,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21843,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21844,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21846,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21847,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21848,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21849,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21850,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21851,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21852,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21853,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21854,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21855,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21856,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21859,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21860,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21861,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21862,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21863,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21864,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21865,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21866,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21867,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21868,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21869,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21870,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21871,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21872,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21873,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21874,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21875,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21876,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21877,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21878,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21879,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21880,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21881,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21882,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21883,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21884,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21885,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21886,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21887,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21888,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21889,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21890,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21891,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21892,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21893,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21894,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21895,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21896,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21897,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21898,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21899,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21900,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21901,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21902,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21903,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21904,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21905,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21908,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21909,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21910,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21911,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21912,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21913,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21917,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21918,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21919,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21920,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21926,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21928,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21929,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21930,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21931,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21932,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21933,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21934,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21935,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21936,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21937,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21938,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21939,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21940,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21941,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21942,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21943,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21944,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21945,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21946,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21947,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21948,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21949,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21950,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21952,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21953,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21954,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21955,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21956,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21957,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21958,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21959,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21960,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21961,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21962,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21963,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21964,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21965,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21966,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21967,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21969,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21970,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21971,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21973,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21974,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21976,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21977,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21980,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21983,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21984,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21985,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21986,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21987,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21988,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21989,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21990,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21991,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21992,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21993,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21994,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21995,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21996,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21997,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21998,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,21999,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22000,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22001,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22007,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22008,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22009,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22010,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22011,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22012,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22013,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22014,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22015,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22016,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22017,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22018,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22019,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22020,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22021,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22022,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22023,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22024,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22025,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22026,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22027,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22028,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22029,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22030,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22031,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22032,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22033,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22034,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22035,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22036,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22037,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22038,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22039,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22040,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22041,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22042,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22043,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22044,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22045,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22046,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22047,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22048,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22049,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22050,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22051,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22052,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22053,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22054,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22055,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22056,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22057,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22058,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22059,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22060,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22061,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22062,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22063,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22064,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22065,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22082,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22083,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22084,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22085,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22086,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22087,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22088,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22089,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22090,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22091,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22093,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22094,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22095,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22097,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22098,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22099,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22100,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22101,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22102,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22103,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22104,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22105,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22106,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22109,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22110,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22111,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22113,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22114,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22115,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22116,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22117,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22121,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22122,Sanction Date,MISSING_OR_BLANK,
Works_Recommended.csv,22123,Sanction Date,MISSING_OR_BLANK,
