sr_no,work_category,work,state,ida,honble_members_of_parliament,constituency,work_description,recommended_date,sanction_date,sanction_amount_rupees,work_status,sanction_amount_rupees_invalid_negative,source_dataset
24342,Normal/Others,"WS/MP685/2026-2027/182017-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,PUNE(DISTRICT COLLECTOR PUNE_IDA),Shrirang Appa Barne,MAVAL,Construction Of road in Parate Vasti At Ahirvade Tal Maval Dist Pune,2025-03-15,2026-05-19,700000.0,Physical Inspection,False,Works Sanctioned.csv
24343,Normal/Others,"WS/MP685/2026-2027/182018-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,PUNE(DISTRICT COLLECTOR PUNE_IDA),Shrirang Appa Barne,MAVAL,Construction Of road in Chavhan Vasti At Ahirvade Tal Maval,2025-03-15,2026-05-19,500000.0,Physical Inspection,False,Works Sanctioned.csv
24344,Normal/Others,WS/MP685/2026-2027/182019-Installation of fixed garden gym equipment,Maharashtra,PUNE(DISTRICT COLLECTOR PUNE_IDA),Shrirang Appa Barne,MAVAL,Installation Open Jim At Sambhajinagr Ward 10 Near Snake Park in PCMC,2025-03-15,2026-05-20,300000.0,Physical Inspection,False,Works Sanctioned.csv
24345,Normal/Others,WS/MP685/2026-2027/182025-Construction of common work sheds/ common covered sitting area,Maharashtra,PUNE(DISTRICT COLLECTOR PUNE_IDA),Shrirang Appa Barne,MAVAL,Construction Of Shed For senior citizens in sambhajinagr ward 10 In PCMC near Snake Park,2025-03-15,2026-05-20,700000.0,Physical Inspection,False,Works Sanctioned.csv
24346,Normal/Others,WS/MP18029/2024-2025/182036-Construction of community centers and community halls,Assam,Biswanath(Deputy Commissioner Biswanath_IDA),RANJIT DUTTA,Sonitpur,Construction of Community Hall at Rangchali Sadhubasti Center,2025-03-15,2025-03-28,500000.0,Physical Inspection,False,Works Sanctioned.csv
24347,Repair and Renovation,WS/MP18029/2025-2026/182037-Construction of community centers and community halls,Assam,Biswanath(Deputy Commissioner Biswanath_IDA),RANJIT DUTTA,Sonitpur,Renovation of Anchalik Grammya Bikash Kendra Panibharal Namghar,2025-03-15,2026-01-02,700000.0,Vendor Identification,False,Works Sanctioned.csv
24348,Normal/Others,WS/MP18247/2025-2026/182040-Street lights,West Bengal,PURULIA(DISTRICT MAGISTRATE PURULIA_IDA),ARUP CHAKRABORTY,BANKURA,"Installation of one (01) solar high mast lights at Bhamuria Bibekananda more under Neturia Block, District Purulia, JL No- 92, Plot No -157",2025-03-15,2025-05-23,286937.0,Physical Inspection,False,Works Sanctioned.csv
24349,Normal/Others,WS/MP18080/2025-2026/182041-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Karnataka,MYSURU(DEPUTY COMMISSIONER MYSORE_IDA),SUNIL BOSE,CHAMARAJANAGAR(SC),Development of burial cremation ground for public convenience at hahalya village Nanjangud taluk,2025-03-18,2025-10-14,500000.0,Physical Inspection,False,Works Sanctioned.csv
24350,Normal/Others,"WS/MP18080/2025-2026/182042-Construction of roads, link roads, pathways or any other road with or without drainage system",Karnataka,MYSURU(DEPUTY COMMISSIONER MYSORE_IDA),SUNIL BOSE,CHAMARAJANAGAR(SC),construction of CC roads and CC drainage at kuruba street Kannayakanahalli Tirumakudal - Narsipur,2025-03-18,2025-08-12,5000000.0,Physical Inspection,False,Works Sanctioned.csv
24351,Normal/Others,WS/MP18080/2025-2026/182043-Construction of community centers and community halls,Karnataka,Chamarajanagar(DEPUTY COMMISSIONER CHAMARAJNAGAR_IDA),SUNIL BOSE,CHAMARAJANAGAR(SC),construction of basavabavana at Nanjedevanapura village Chamarajanagar ongoing work,2025-03-18,2025-09-10,500000.0,Work partially Completed,False,Works Sanctioned.csv
24352,Normal/Others,WS/MP18080/2025-2026/182044-Construction of community centers and community halls,Karnataka,Chamarajanagar(DEPUTY COMMISSIONER CHAMARAJNAGAR_IDA),SUNIL BOSE,CHAMARAJANAGAR(SC),construction of dasohabavana at shri UralingaPeddi samsthana shaka matta Managalli village hanur,2025-03-18,2025-09-10,1000000.0,Work partially Completed,False,Works Sanctioned.csv
24353,Normal/Others,WS/MP18080/2025-2026/182045-Construction of community centers and community halls,Karnataka,Chamarajanagar(DEPUTY COMMISSIONER CHAMARAJNAGAR_IDA),SUNIL BOSE,CHAMARAJANAGAR(SC),construction of kanaka bavana at R S Doddi ward 12 hanur taluk ongoing work,2025-03-18,2025-09-10,500000.0,Work partially Completed,False,Works Sanctioned.csv
24354,Normal/Others,WS/MP18080/2025-2026/182046-Construction of community centers and community halls,Karnataka,Chamarajanagar(DEPUTY COMMISSIONER CHAMARAJNAGAR_IDA),SUNIL BOSE,CHAMARAJANAGAR(SC),construction of Medhara community hall at Madhuvanahalli village kollegal taluk,2025-03-18,2025-09-10,500000.0,Physical Inspection,False,Works Sanctioned.csv
24355,Normal/Others,"WS/MP526/2025-2026/182047-Construction of roads, link roads, pathways or any other road with or without drainage system",Andhra Pradesh,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y S Avinash Reddy,KADAPA,Fromation of Gravel Road from BC Colony Yerragandu Veerareddy fields to other locations in Thavvaraipalli of Khajipeta,2025-04-04,2025-08-06,499000.0,Sanction,False,Works Sanctioned.csv
24356,Normal/Others,WS/MP18080/2025-2026/182049-Construction of community centers and community halls,Karnataka,MYSURU(DEPUTY COMMISSIONER MYSORE_IDA),SUNIL BOSE,CHAMARAJANAGAR(SC),construction of PACC building at Maliyuru village Tirumakudal - Narsipur,2025-03-18,2025-08-12,500000.0,Physical Inspection,False,Works Sanctioned.csv
24357,Normal/Others,WS/MP18080/2025-2026/182050-Development of playfields and sports grounds,Karnataka,MYSURU(DEPUTY COMMISSIONER MYSORE_IDA),SUNIL BOSE,CHAMARAJANAGAR(SC),construction of synthetic Kho Kho play ground at Kuruburu village Tirumakudal - Narsipur,2025-03-18,2025-08-12,1000000.0,Work partially Completed,False,Works Sanctioned.csv
24358,Normal/Others,WS/MP18080/2025-2026/182051-Construction of community centers and community halls,Karnataka,MYSURU(DEPUTY COMMISSIONER MYSORE_IDA),SUNIL BOSE,CHAMARAJANAGAR(SC),construction of MPCS at Doddabagilu village Tirumakudal - Narsipur taluk,2025-03-18,2025-08-12,500000.0,Physical Inspection,False,Works Sanctioned.csv
24359,Normal/Others,WS/MP18080/2025-2026/182055-Construction of boundary walls of existing public and community buildings,Karnataka,MYSURU(DEPUTY COMMISSIONER MYSORE_IDA),SUNIL BOSE,CHAMARAJANAGAR(SC),construction of Boundary wall for MPCS kattekopalu village Tirumakudal - Narsipur,2025-03-18,2025-08-12,500000.0,Physical Inspection,False,Works Sanctioned.csv
24360,Normal/Others,WS/MP18080/2025-2026/182056-Construction of community centers and community halls,Karnataka,Chamarajanagar(DEPUTY COMMISSIONER CHAMARAJNAGAR_IDA),SUNIL BOSE,CHAMARAJANAGAR(SC),construction of Telagu shettru samudaya bhavan at badagalapura village Chamarajanagar ongoing work,2025-03-18,2025-09-10,500000.0,Work partially Completed,False,Works Sanctioned.csv
24361,Normal/Others,WS/MP18080/2025-2026/182057-Construction of community centers and community halls,Karnataka,MYSURU(DEPUTY COMMISSIONER MYSORE_IDA),SUNIL BOSE,CHAMARAJANAGAR(SC),construction of Dr BR Ambedkar community hall at Hediyala villageNanjangud taluk ongoing work,2025-03-18,2025-10-18,500000.0,Work partially Completed,False,Works Sanctioned.csv
24362,Normal/Others,WS/MP18080/2025-2026/182059-Construction of community centers and community halls,Karnataka,MYSURU(DEPUTY COMMISSIONER MYSORE_IDA),SUNIL BOSE,CHAMARAJANAGAR(SC),Construction of Dr BR Ambedkar Bhavana at Deveerammanahalli village Nanjangud Taluk ongoing work,2025-03-18,2026-01-16,500000.0,Work partially Completed,False,Works Sanctioned.csv
24363,Normal/Others,WS/MP18080/2025-2026/182061-Construction of boundary walls of existing public and community buildings,Karnataka,MYSURU(DEPUTY COMMISSIONER MYSORE_IDA),SUNIL BOSE,CHAMARAJANAGAR(SC),Construction of Boundary wall to Dr BR Ambedkar Bhavana Devarasanahalli village nanjanagud Taluk ongoing work,2025-03-18,2025-10-18,500000.0,Work partially Completed,False,Works Sanctioned.csv
24364,Normal/Others,WS/MP18080/2025-2026/182063-Construction of community centers and community halls,Karnataka,MYSURU(DEPUTY COMMISSIONER MYSORE_IDA),SUNIL BOSE,CHAMARAJANAGAR(SC),Construction of Dr BR Ambedkar Bhavana veeregowdanahundi village nanjanagud Taluk ongoing work,2025-03-18,2026-01-16,500000.0,Work partially Completed,False,Works Sanctioned.csv
24365,Normal/Others,WS/MP18080/2025-2026/182064-Construction of boundary walls of existing public and community buildings,Karnataka,MYSURU(DEPUTY COMMISSIONER MYSORE_IDA),SUNIL BOSE,CHAMARAJANAGAR(SC),Construction of Boundary wall for valmiki bhavan at kallahalli street kalale village nanjangud Taluk ongoing work,2025-03-18,2025-10-18,500000.0,Work partially Completed,False,Works Sanctioned.csv
24366,Normal/Others,WS/MP18134/2025-2026/182067-Construction of boundary walls of existing public and community buildings,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),BHAUSAHEB RAJARAM WAKCHAURE,SHIRDI(SC),to Construction of boundary walls of existing public and community buildings in g p property No 757 3 villege at Pimpalwaadi Taluka Rahata,2025-03-16,2025-12-15,500000.0,Sanction,False,Works Sanctioned.csv
24367,Trust and Society,WS/MP687/2025-2026/182068-Construction of community centers and community halls,Maharashtra,RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA),Sunil Dattatray Tatkare,RAIGAD,"Construction of social hall at Mahad,Tal- Mahad, Dist-Raigad",2025-03-18,2025-04-22,2500000.0,Vendor Identification,False,Works Sanctioned.csv
24368,Normal/Others,WS/MP673/2026-2027/182071-Construction of community centers and community halls,Maharashtra,Dharashiv(DISTRICT COLLECTOR OSMANABAD_IDA),Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,OSMANABAD,Construction of community hall on open space (property no. 341) at Deolali Tq. And dist. Dharashiv,2025-03-15,2026-04-10,700000.0,Work Completed,False,Works Sanctioned.csv
24369,Normal/Others,WS/MP685/2025-2026/182072-Installing community drinking water plants,Maharashtra,PUNE(DISTRICT COLLECTOR PUNE_IDA),Shrirang Appa Barne,MAVAL,Installing RO Drinking Water Plant 500LPH With Chiler facility At Jambhavade Tal Maval Dist Pune,2025-03-15,2026-03-13,697697.0,Physical Inspection,False,Works Sanctioned.csv
24370,Normal/Others,WS/MP18080/2025-2026/182073-Construction of rooms and halls in school and colleges,Karnataka,MYSURU(DEPUTY COMMISSIONER MYSORE_IDA),SUNIL BOSE,CHAMARAJANAGAR(SC),construction of class room at GHPS chilakalli village hediyala nanjangud taluk,2025-03-18,2026-01-16,1000000.0,Work partially Completed,False,Works Sanctioned.csv
24371,Trust and Society,WS/MP18134/2025-2026/182075-Construction of water tanks,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),BHAUSAHEB RAJARAM WAKCHAURE,SHIRDI(SC),To Construction of water tanks in pride acdamy english medium school jr college Bherdapur Taluka Shrirampur,2025-03-16,2025-12-16,500000.0,Sanction,False,Works Sanctioned.csv
24372,Normal/Others,WS/ MP005/2025-2026/182077-Construction of building for veterinary aid centers,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,KHEDA,Construction of Dudh Mandali house at Goblaj Village,2025-03-15,2025-05-22,400000.0,Physical Inspection,False,Works Sanctioned.csv
24373,Normal/Others,"WS/ MP005/2025-2026/182078-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,KHEDA,"Construction of C.C roads, Main road towards Gosaiji Mandir",2025-03-15,2025-07-05,250000.0,Physical Inspection,False,Works Sanctioned.csv
24374,Normal/Others,"WS/ MP005/2025-2026/182079-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,KHEDA,Construction of Protection Wall behind Ramanbhai Sanabhai Dabhi near,2025-03-15,2025-09-15,150000.0,Physical Inspection,False,Works Sanctioned.csv
24375,Normal/Others,WS/MP687/2025-2026/182080-Construction of community centers and community halls,Maharashtra,RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA),Sunil Dattatray Tatkare,RAIGAD,"Construction of social hall at Indapur, Grampanchyat Talashet, Tal-Mangaon, Dist-Raigad",2025-03-18,2025-09-17,1497755.0,Physical Inspection,False,Works Sanctioned.csv
24376,Normal/Others,WS/MP687/2025-2026/182081-Construction of community centers and community halls,Maharashtra,RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA),Sunil Dattatray Tatkare,RAIGAD,"Construction of Sabhamandap Grampanchyat Kharaamboli, at Josranjan, Tal-Muarud, Dist-Raigad",2025-03-18,2025-11-14,2500000.0,Work partially Completed,False,Works Sanctioned.csv
24377,Normal/Others,"WS/ MP005/2025-2026/182082-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,KHEDA,"Construction of C.C Road Work at Nagrama, Popatpura Area, Girishbhai Chotabhai House Area Towards Faliya Area",2025-03-15,2025-05-06,100000.0,Physical Inspection,False,Works Sanctioned.csv
24378,Normal/Others,WS/MP687/2025-2026/182083-Construction of common work sheds/ common covered sitting area,Maharashtra,RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA),Sunil Dattatray Tatkare,RAIGAD,"Construction of a crematorium shed Group Gram Panchayat Sambhe, at Palekhurd, Tal-Roha, Dist-Raigad",2025-03-18,2026-02-17,700000.0,Work partially Completed,False,Works Sanctioned.csv
24379,Normal/Others,WS/MP687/2025-2026/182084-Development of public parks,Maharashtra,RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA),Sunil Dattatray Tatkare,RAIGAD,"To develop the Udayan in Ghotwal, Group Gram Panchayat Bhuvan, Tal-Mangaon, Dist-Raigad",2025-03-18,2025-06-10,1497402.0,Physical Inspection,False,Works Sanctioned.csv
24380,Normal/Others,"WS/ MP005/2025-2026/182085-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,KHEDA,"Construction of C.C roads, Bhalamohan House towards Main Road",2025-03-15,2025-05-06,100000.0,Physical Inspection,False,Works Sanctioned.csv
24381,Normal/Others,WS/MP687/2025-2026/182086-Construction of community centers and community halls,Maharashtra,RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA),Sunil Dattatray Tatkare,RAIGAD,"Construction of social hall at Mangaon, Tal-Mangaon, Dist-Raigad",2025-03-18,2025-06-18,2496670.0,Physical Inspection,False,Works Sanctioned.csv
24382,Normal/Others,WS/MP687/2025-2026/182087-Construction of community centers and community halls,Maharashtra,RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA),Sunil Dattatray Tatkare,RAIGAD,"Construction of Sabhamandap Grampanchyat Veer, at Veer Dattawadi, Tal-Mahad, Dist-Raigad",2025-03-18,2025-06-10,749000.0,Physical Inspection,False,Works Sanctioned.csv
24383,Normal/Others,WS/MP687/2025-2026/182088-Construction of community centers and community halls,Maharashtra,RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA),Sunil Dattatray Tatkare,RAIGAD,"Construction of social hall Grampanchya Tondsure, at Tondure, Tal-Mhasala, Dist-Raigad",2025-03-18,2025-07-28,1497654.0,Physical Inspection,False,Works Sanctioned.csv
24384,Normal/Others,WS/MP687/2025-2026/182089-Construction of community centers and community halls,Maharashtra,RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA),Sunil Dattatray Tatkare,RAIGAD,"Construction of social hall at Pashti Goulwadi, Tal-Mhasla, Dist-Raigad",2025-03-18,2025-06-10,999000.0,Physical Inspection,False,Works Sanctioned.csv
24385,Normal/Others,WS/MP687/2025-2026/182090-Construction of community centers and community halls,Maharashtra,RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA),Sunil Dattatray Tatkare,RAIGAD,"Construction of a social hall at Siddheshwar Bharje, Tal-Sudhagad, Dist-Raigad",2025-03-18,2025-06-24,2500000.0,Work partially Completed,False,Works Sanctioned.csv
24386,Normal/Others,"WS/ MP005/2025-2026/182091-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,KHEDA,Construction of Paver Block Work Near Joganimataji Area,2025-03-15,2025-05-06,190265.0,Physical Inspection,False,Works Sanctioned.csv
24387,Normal/Others,"WS/ MP005/2025-2026/182092-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,KHEDA,"Construction of C.C roads, Kiritbhai Floor Mill towards Pachayat House Area",2025-03-15,2025-05-17,200000.0,Physical Inspection,False,Works Sanctioned.csv
24388,Normal/Others,"WS/ MP005/2025-2026/182093-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,KHEDA,"Construction of C.C roads, Tranja Panchayat towards Sanabhai House Area",2025-03-15,2025-05-17,100000.0,Physical Inspection,False,Works Sanctioned.csv
24389,Normal/Others,WS/MP687/2025-2026/182094-Construction of community centers and community halls,Maharashtra,RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA),Sunil Dattatray Tatkare,RAIGAD,"Construction of social hall at Mouje Kanghar, Tal- Mhasla, Dist-Raigad",2025-03-18,2025-08-12,1499000.0,Physical Inspection,False,Works Sanctioned.csv
24390,Normal/Others,"WS/ MP005/2025-2026/182095-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,KHEDA,"Construction of C.C roads, Main Road towards Raojibhai Galabhai House Area",2025-03-15,2025-08-19,199248.0,Physical Inspection,False,Works Sanctioned.csv
24391,Normal/Others,WS/MP687/2025-2026/182096-Construction of community centers and community halls,Maharashtra,RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA),Sunil Dattatray Tatkare,RAIGAD,"Construction of a social hall at Kelghar, Tal- Roha, Dist-Raigad",2025-03-18,2025-07-17,699000.0,Physical Inspection,False,Works Sanctioned.csv
24392,Normal/Others,"WS/ MP005/2025-2026/182097-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,KHEDA,"Construction of Paver Block roads,Main road towards Harshadbhai Rambhai House Area",2025-03-15,2025-05-06,50000.0,Physical Inspection,False,Works Sanctioned.csv
24393,Normal/Others,WS/MP687/2025-2026/182099-Construction of community centers and community halls,Maharashtra,RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA),Sunil Dattatray Tatkare,RAIGAD,"Construction of social hall at Kandalwada, Tal- Mhasla, Dist-Raigad",2025-03-18,2026-02-11,2499000.0,Physical Inspection,False,Works Sanctioned.csv
24394,Normal/Others,"WS/ MP005/2025-2026/182100-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,KHEDA,"Construction of Paver Block roads,Main road Towards Sanketbhai jaiminbhai House Area",2025-03-15,2025-05-06,48295.0,Physical Inspection,False,Works Sanctioned.csv
24395,Normal/Others,"WS/ MP005/2025-2026/182101-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,KHEDA,"Construction of Paver Block, Main road towards Dineshbhai Natubhai House Area",2025-03-15,2025-05-17,150000.0,Physical Inspection,False,Works Sanctioned.csv
24396,Normal/Others,"WS/ MP005/2025-2026/182102-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,KHEDA,"Construction of Paver Block, Solanki Area",2025-03-15,2025-05-06,150000.0,Sanction,False,Works Sanctioned.csv
24397,Normal/Others,WS/MP433/2025-2026/182103-Renovation of ponds and lakes,Jharkhand,KODERMA(DEPUTY COMMISSIONER KODARMA_IDA),Annpurna Devi,KODARMA,Construction of stairs on the Ghat in village Udalo of Panchayat Dagaranwan of Block Markacho,2025-03-15,2026-02-28,300000.0,Physical Inspection,False,Works Sanctioned.csv
24398,Normal/Others,"WS/ MP005/2025-2026/182104-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,KHEDA,"Construction of C.C roads,Main Road Towards Bhavanbhai Sanabhai House Area",2025-03-15,2025-05-06,150000.0,Physical Inspection,False,Works Sanctioned.csv
24399,Normal/Others,"WS/MP18069/2025-2026/182105-Construction of roads, link roads, pathways or any other road with or without drainage system",Himachal Pradesh,CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA),RAJEEV BHARDWAJ,KANGRA,Additional Amount for Construction of link road Samma to saluai,2025-04-15,2025-04-25,200000.0,Work partially Completed,False,Works Sanctioned.csv
24400,Normal/Others,"WS/MP433/2025-2026/182106-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,KODERMA(DEPUTY COMMISSIONER KODARMA_IDA),Annpurna Devi,KODARMA,Construction of PCC road from Bajrangbali temple to Babulal Thakurs house in village Bela of Panchayat Murkmanai of Block Markacho,2025-03-15,2026-01-20,399488.0,Physical Inspection,False,Works Sanctioned.csv
24401,Normal/Others,"WS/ MP005/2025-2026/182107-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,KHEDA,"Construction of C.C roads,Main road Towards Manibhai Sanabhai House Area",2025-03-15,2025-05-06,100000.0,Physical Inspection,False,Works Sanctioned.csv
24402,Normal/Others,"WS/MP433/2025-2026/182108-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,KODERMA(DEPUTY COMMISSIONER KODARMA_IDA),Annpurna Devi,KODARMA,Construction of Paver block near Yadav Bhawan located in Dongodih village of Panchayat Devipur of Block Markacho,2025-03-15,2025-09-26,300000.0,Physical Inspection,False,Works Sanctioned.csv
24403,Normal/Others,"WS/MP433/2025-2026/182109-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,KODERMA(DEPUTY COMMISSIONER KODARMA_IDA),Annpurna Devi,KODARMA,"Construction of paver blocks road near temple located in village Gurha, Tola Pahridih of Panchayat Devipur of Block Markacho",2025-03-15,2025-11-08,299612.0,Physical Inspection,False,Works Sanctioned.csv
24404,Normal/Others,"WS/MP433/2025-2026/182110-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,KODERMA(DEPUTY COMMISSIONER KODARMA_IDA),Annpurna Devi,KODARMA,Construction of Paver block near Bajrangbali temple located in village Karikhokho of Panchayat Purnanagar of Block Markacho,2025-03-15,2025-11-08,300000.0,Physical Inspection,False,Works Sanctioned.csv
24405,Normal/Others,"WS/MP433/2025-2026/182111-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,KODERMA(DEPUTY COMMISSIONER KODARMA_IDA),Annpurna Devi,KODARMA,"Construction of paver blocks near Shiva temple in village Tolakhar, Tola Paharidih of Panchayat Purananagar of Block Markacho",2025-03-15,2026-01-06,298086.0,Physical Inspection,False,Works Sanctioned.csv
24406,Normal/Others,"WS/ MP005/2025-2026/182112-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,KHEDA,"Construction of C.C roads, Khatpura Area Remaining Work",2025-03-15,2025-05-17,250000.0,Physical Inspection,False,Works Sanctioned.csv
24407,Normal/Others,"WS/MP433/2025-2026/182113-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,KODERMA(DEPUTY COMMISSIONER KODARMA_IDA),Annpurna Devi,KODARMA,Paver block construction near Durga temple located in Panchayat Nawadih of Block Markacho,2025-03-15,2025-11-08,400000.0,Physical Inspection,False,Works Sanctioned.csv
24408,Normal/Others,"WS/MP433/2025-2026/182114-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,KODERMA(DEPUTY COMMISSIONER KODARMA_IDA),Annpurna Devi,KODARMA,Construction of paver blocks near Shiv Mandir located in village Bahadurpur of Panchayat Nawadih of Block Markacho,2025-03-15,2025-12-16,300000.0,Physical Inspection,False,Works Sanctioned.csv
24409,Normal/Others,WS/MP433/2026-2027/182116-Renovation of ponds and lakes,Jharkhand,KODERMA(DEPUTY COMMISSIONER KODARMA_IDA),Annpurna Devi,KODARMA,Construction of Stairs at the eastern end of Manjhila Dohar pond located in village Telodih of Panchayat Telodih of Block Markacho,2025-03-15,2026-05-22,300000.0,Sanction,False,Works Sanctioned.csv
24410,Normal/Others,WS/MP433/2026-2027/182117-Renovation of ponds and lakes,Jharkhand,KODERMA(DEPUTY COMMISSIONER KODARMA_IDA),Annpurna Devi,KODARMA,Construction of Stairs at the western end of Manjhila Dohar pond in village Telodih of Panchayat Telodih of Block Markacho.,2025-03-15,2026-05-22,300000.0,Sanction,False,Works Sanctioned.csv
24411,Normal/Others,"WS/MP433/2025-2026/182118-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,KODERMA(DEPUTY COMMISSIONER KODARMA_IDA),Annpurna Devi,KODARMA,Construction of Paver block near courtyard of Devi Mandap in village Tilaiya of Panchayat Telodih of Block Markacho,2025-03-15,2025-10-15,300000.0,Physical Inspection,False,Works Sanctioned.csv
24412,Normal/Others,"WS/ MP005/2025-2026/182119-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,KHEDA,Construction of Paver Block Work behind RAMji Mandir Area Faliya,2025-03-15,2025-05-17,99565.0,Physical Inspection,False,Works Sanctioned.csv
24413,Normal/Others,"WS/MP433/2025-2026/182120-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,KODERMA(DEPUTY COMMISSIONER KODARMA_IDA),Annpurna Devi,KODARMA,Construction of paver blocks near the newly built temple in Gagresinga village of Kadodih Panchayat of Markacho block,2025-03-15,2026-02-28,300000.0,Physical Inspection,False,Works Sanctioned.csv
24414,Normal/Others,WS/MP18059/2025-2026/182121-Construction of public toilets and bathrooms,Gujarat,Dangs(DISTRICT COLLECTOR DANG_IDA),DHAVAL LAXMANBHAI PATEL,VALSAD(ST),Providing public Toilet Block At Bilmal ta ahwa di dang,2025-03-15,2025-07-18,500000.0,Physical Inspection,False,Works Sanctioned.csv
24415,Normal/Others,"WS/MP433/2025-2026/182122-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,KODERMA(DEPUTY COMMISSIONER KODARMA_IDA),Annpurna Devi,KODARMA,Construction of paver blocks near the Shiva temple located in Gagresingha village of Panchayat Kadodih of Block Markacho,2025-03-15,2026-02-13,300000.0,Physical Inspection,False,Works Sanctioned.csv
24416,Normal/Others,"WS/MP433/2025-2026/182123-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,KODERMA(DEPUTY COMMISSIONER KODARMA_IDA),Annpurna Devi,KODARMA,Construction Paver block near Devi Mandap in village Gadi of Panchayat Kadodih of Block Markacho,2025-03-15,2026-02-28,300000.0,Physical Inspection,False,Works Sanctioned.csv
