sr_no,work_category,work,state,ida,honble_members_of_parliament,constituency,work_description,recommended_date,sanction_date,sanction_amount_rupees,work_status,sanction_amount_rupees_invalid_negative,source_dataset
25308,Normal/Others,WS/MP346/2025-2026/183292-Lighting of public spaces,Kerala,THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA),Adv Adoor Prakash,ATTINGAL,MML NEAR ANAYIKONAM JUNCTION IN KOITHOORKONAM AT ANDOORKONAM GRAMA PANCHAYATH,2025-03-18,2025-12-17,255470.0,Physical Inspection,False,Works Sanctioned.csv
25309,Normal/Others,"WS/MP18322/2024-2025/183294-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),"Construction of PCC Road cum Guardwall in Village- Solgepara from Doctor Soren House to More, Panchayat- Jamugaria",2025-03-19,2025-03-29,400000.0,Work partially Completed,False,Works Sanctioned.csv
25310,Normal/Others,"WS/MP18322/2024-2025/183295-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),"Construction of PCC Road in Village- Bhagwanpur Aadiwasi Tola, Panchayat- Palasi",2025-03-19,2025-03-29,300000.0,Work partially Completed,False,Works Sanctioned.csv
25311,Normal/Others,WS/MP18322/2024-2025/183297-Construction of culverts and bridges,Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),"Construction of Guardwall in Village- Ranga roadside, Panchayat- Shivtalla",2025-03-19,2025-03-29,300000.0,Work partially Completed,False,Works Sanctioned.csv
25312,Normal/Others,"WS/MP18305/2025-2026/183298-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),E.T. MOHAMMED BASHEER,MALAPPURAM,"Construction of Thamarath Chakkingal thazham road, ward 2",2025-03-18,2026-01-14,222259.0,Physical Inspection,False,Works Sanctioned.csv
25313,Normal/Others,"WS/MP18322/2024-2025/183299-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),"Construction of PCC Road in Village- Murgatala Villagers Road, Panchayat- Maluti",2025-03-19,2025-03-29,300000.0,Work partially Completed,False,Works Sanctioned.csv
25314,Normal/Others,WS/MP346/2025-2026/183300-Lighting of public spaces,Kerala,THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA),Adv Adoor Prakash,ATTINGAL,MML IN KALLARAKAVU VARAMPU MUKKU AT ANDOORKONAM GRAMA PANCHAYATH,2025-03-18,2025-12-17,255470.0,Physical Inspection,False,Works Sanctioned.csv
25315,Normal/Others,"WS/MP18305/2025-2026/183301-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),E.T. MOHAMMED BASHEER,MALAPPURAM,"Construction of Peringav Edakkatt puraya road, ward 2",2025-03-18,2026-01-14,237376.0,Physical Inspection,False,Works Sanctioned.csv
25316,Normal/Others,WS/MP18322/2024-2025/183302-Construction of culverts and bridges,Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),"Construction of Guardwall in Village- Kendpahari near Khuthan Soro Bridge, Panchayat- Jhunki",2025-03-19,2025-03-29,400000.0,Work partially Completed,False,Works Sanctioned.csv
25317,Normal/Others,WS/MP346/2025-2026/183304-Lighting of public spaces,Kerala,THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA),Adv Adoor Prakash,ATTINGAL,"MML IN PONPARA SETTLEMENT,WARD-5 AT THOLICODE GRAMA PANCHAYATH",2025-03-18,2025-12-17,255470.0,Sanction,False,Works Sanctioned.csv
25318,Normal/Others,"WS/MP18305/2025-2026/183305-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),E.T. MOHAMMED BASHEER,MALAPPURAM,"Construction of Kalliyengal Thettath road, ward 12",2025-03-18,2026-01-14,238462.0,Physical Inspection,False,Works Sanctioned.csv
25319,Normal/Others,WS/MP346/2025-2026/183306-Lighting of public spaces,Kerala,THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA),Adv Adoor Prakash,ATTINGAL,"MML IN CHERUPANI SETTLEMENT ,WARD-6 AT THOLICODE GRAMA PANCHAYATH",2025-03-18,2025-12-17,255470.0,Sanction,False,Works Sanctioned.csv
25320,Normal/Others,"WS/MP18305/2025-2026/183307-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),E.T. MOHAMMED BASHEER,MALAPPURAM,"Construction of Cheruchikavu Mangat thadam road, ward 5",2025-03-18,2026-01-14,300000.0,Sanction,False,Works Sanctioned.csv
25321,Normal/Others,"WS/MP18305/2025-2026/183308-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),E.T. MOHAMMED BASHEER,MALAPPURAM,"Construction of Mukkorakkal Moozhikal road, ward 3",2025-03-18,2026-01-14,600000.0,Sanction,False,Works Sanctioned.csv
25322,Normal/Others,WS/MP346/2025-2026/183309-Lighting of public spaces,Kerala,THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA),Adv Adoor Prakash,ATTINGAL,MML IN VALIYA VENGODU JUNCTION AT THOLICODE GRAMA PANCHAYATH,2025-03-18,2025-05-22,255470.0,Sanction,False,Works Sanctioned.csv
25323,Normal/Others,WS/MP346/2025-2026/183310-Lighting of public spaces,Kerala,THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA),Adv Adoor Prakash,ATTINGAL,MML NEAR VELIYANNOOR VISHNU TEMPLE AT VELLANADU GRAMA PANCHAYATH,2025-03-18,2025-04-25,255470.0,Sanction,False,Works Sanctioned.csv
25324,Normal/Others,"WS/MP18305/2025-2026/183311-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),E.T. MOHAMMED BASHEER,MALAPPURAM,"Construction of Pease valley Chakkittakandi road, ward 22",2025-03-18,2026-02-04,403420.0,Physical Inspection,False,Works Sanctioned.csv
25325,Normal/Others,WS/MP346/2025-2026/183312-Lighting of public spaces,Kerala,THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA),Adv Adoor Prakash,ATTINGAL,MML NEAR EALIMALA AYURVEDA HOSPITAL AT KUTTICHAL GRAMA PANCHAYATH,2025-03-18,2025-04-25,255470.0,Sanction,False,Works Sanctioned.csv
25326,Normal/Others,"WS/MP18305/2026-2027/183313-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),E.T. MOHAMMED BASHEER,MALAPPURAM,"Construction of Palakkudath Poolakkal road, ward 30",2025-03-18,2026-06-20,600000.0,Sanction,False,Works Sanctioned.csv
25327,Normal/Others,WS/MP346/2025-2026/183314-Lighting of public spaces,Kerala,THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA),Adv Adoor Prakash,ATTINGAL,MML NEAR MUKKUNOOR KANDAL SHASTHA TEMPLE AT NELLANADU GRAMA PANCHAYATH,2025-03-18,2026-01-14,255470.0,Sanction,False,Works Sanctioned.csv
25328,Normal/Others,"WS/MP18305/2025-2026/183315-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),E.T. MOHAMMED BASHEER,MALAPPURAM,"Punjiralil- Naduvangod road side protection, ward 11",2025-03-18,2026-03-16,600000.0,Sanction,False,Works Sanctioned.csv
25329,Normal/Others,"WS/MP18322/2025-2026/183317-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),"Construction of PCC Road in Village- Sriamra near Shanti Nagar Sohagini Hembram House, Panchayat- Golpur",2025-03-19,2025-05-09,400000.0,Sanction,False,Works Sanctioned.csv
25330,Normal/Others,WS/MP18322/2025-2026/183318-Providing drains and gutters for public drainage,Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),Construction of Drain in Village- Bandarjori from Shastri nagar Gopi House to Proposed Bridge,2025-03-19,2025-05-09,300000.0,Work partially Completed,False,Works Sanctioned.csv
25331,Normal/Others,"WS/MP18322/2025-2026/183320-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),Construction of PCC Road in Village- Neturpahari Samir Ghosh House to AN College Main Road,2025-03-19,2025-05-09,400000.0,Work partially Completed,False,Works Sanctioned.csv
25332,Normal/Others,WS/MP18322/2025-2026/183321-Construction of culverts and bridges,Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),"Construction of Drain cum Bridge in Ward No.- 08, Anita Devi House to Sanjay Singh House",2025-03-19,2025-05-09,400000.0,Work partially Completed,False,Works Sanctioned.csv
25333,Normal/Others,WS/MP18322/2025-2026/183322-Construction of culverts and bridges,Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),Construction of Bridge near Surendra House in Ward No.- 4,2025-03-19,2025-05-09,300000.0,Work partially Completed,False,Works Sanctioned.csv
25334,Normal/Others,"WS/MP18322/2025-2026/183323-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),Construction of PCC Road in Village- Balidangal in front of ITI Villagers Road near Timiti Marandi House,2025-03-19,2025-05-09,500000.0,Work partially Completed,False,Works Sanctioned.csv
25335,Normal/Others,WS/MP18322/2025-2026/183324-Construction of common work sheds/ common covered sitting area,Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),"Construction of Cycle Shed in Govt. High School in Village- Masalia, Panchayat- Masalia",2025-03-19,2025-05-09,500000.0,Work partially Completed,False,Works Sanctioned.csv
25336,Normal/Others,"WS/MP18322/2025-2026/183325-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),"Construction of PCC Road in Village- Dhodli Aadiwasi Tola from Bahiyar Bridge to Pond, Panchayat- Dhodli",2025-03-19,2025-05-09,500000.0,Work partially Completed,False,Works Sanctioned.csv
25337,Normal/Others,"WS/MP18322/2025-2026/183326-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),Construction of PCC Road in Village- Pahridih PWD Road to Mandal Tola,2025-03-19,2025-05-09,400000.0,Work partially Completed,False,Works Sanctioned.csv
25338,Normal/Others,"WS/MP18322/2025-2026/183327-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),"Construction of PCC Road in Village- Balia Tola Gangatiya, Panchayat- Paharpur",2025-03-19,2025-05-09,400000.0,Work partially Completed,False,Works Sanctioned.csv
25339,Normal/Others,"WS/MP18322/2025-2026/183328-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),"Construction of PCC Road in Village- Kunda Villagers Road, Panchayat- Siltha B",2025-03-19,2025-05-09,400000.0,Sanction,False,Works Sanctioned.csv
25340,Normal/Others,WS/MP18322/2025-2026/183329-Construction of community centers and community halls,Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),"Construction of Cultural Center in Village- Sonabad, Daag No.- 168, Khata No.- 16",2025-03-19,2025-05-09,500000.0,Sanction,False,Works Sanctioned.csv
25341,Normal/Others,WS/MP18322/2025-2026/183330-Construction of culverts and bridges,Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),Construction of Guardwall in Village- pachuatikar Bichgora Road Side,2025-03-19,2025-05-09,500000.0,Work partially Completed,False,Works Sanctioned.csv
25342,Normal/Others,WS/MP18322/2025-2026/183331-Construction of culverts and bridges,Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),Construction of Guardwall in Village- Belatari for Road Protection,2025-03-19,2025-05-09,500000.0,Work Completed,False,Works Sanctioned.csv
25343,Normal/Others,"WS/MP18322/2025-2026/183332-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),"Construction of PCC Road in Ward No.- 21, New LIC Colony from Rani Kumari House to Chanawati Devi House",2025-03-19,2025-05-09,300000.0,Work partially Completed,False,Works Sanctioned.csv
25344,Normal/Others,WS/MP18322/2025-2026/183333-Construction of common work sheds/ common covered sitting area,Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,DUMKA(ST),Construction of Cycle Shed in Womens SP College,2025-03-19,2025-05-09,500000.0,Sanction,False,Works Sanctioned.csv
25345,Repair and Renovation,"WS/MP18305/2025-2026/183335-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),E.T. MOHAMMED BASHEER,MALAPPURAM,Iruppanthodi Cheekode road Maintenance,2025-03-18,2026-01-14,974894.0,Physical Inspection,False,Works Sanctioned.csv
25346,Normal/Others,"WS/MP18305/2025-2026/183336-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),E.T. MOHAMMED BASHEER,MALAPPURAM,Construction of Edayippalam Inkel Road,2025-03-18,2026-02-05,363061.0,Physical Inspection,False,Works Sanctioned.csv
25347,Normal/Others,"WS/MP18305/2025-2026/183337-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),E.T. MOHAMMED BASHEER,MALAPPURAM,Construction of Mele Appakkad Adachikkavu road,2025-03-18,2026-02-05,500000.0,Physical Inspection,False,Works Sanctioned.csv
25348,Normal/Others,"WS/MP18305/2025-2026/183338-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),E.T. MOHAMMED BASHEER,MALAPPURAM,Construction of Mele Appakkad Vilakkeripparamb road,2025-03-18,2026-02-05,500000.0,Sanction,False,Works Sanctioned.csv
25349,Normal/Others,WS/MP423/2025-2026/183340-Installing community drinking water plants,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,Village ahmada panchayat raghuni dehat ward no 8 block rajnagar sthith ram bhujhawan mishra ghar ke najdik samar sabule pump ka adhisthaan karya.,2025-03-18,2025-05-09,169056.0,Physical Inspection,False,Works Sanctioned.csv
25350,Normal/Others,"WS/MP692/2026-2027/183341-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,PUNE(DISTRICT COLLECTOR PUNE_IDA),Smt Supriya Sadanand Sule,BARAMATI,Construction of approach Road At Savargaon towards Narayan Sathe Prakash Chalekar House,2025-03-18,2026-07-16,1000000.0,Physical Inspection,False,Works Sanctioned.csv
25351,Normal/Others,"WS/MP18305/2025-2026/183343-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),E.T. MOHAMMED BASHEER,MALAPPURAM,"Construction of Mailappuram Madhyamam road, ward- 10",2025-03-18,2026-02-04,498967.0,Physical Inspection,False,Works Sanctioned.csv
25352,Normal/Others,"WS/MP18305/2025-2026/183345-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),E.T. MOHAMMED BASHEER,MALAPPURAM,"Construction of Puthoorpulappa Juma masjid Road, ward 11",2025-03-18,2026-02-03,350000.0,Sanction,False,Works Sanctioned.csv
25353,Normal/Others,"WS/MP18237/2024-2025/183347-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,SAHARANPUR(DISTRICT MAGISTRAE SAHARANPUR_IDA),IMRAN MASOOD,SAHARANPUR,Gram Khushhalpur mein main chauraha se Shahzad ke makaan tak CC road nirmaan karya. lambai 190 meter,2025-03-18,2025-03-21,814730.0,Physical Inspection,False,Works Sanctioned.csv
25354,Normal/Others,"WS/MP692/2026-2027/183348-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,PUNE(DISTRICT COLLECTOR PUNE_IDA),Smt Supriya Sadanand Sule,BARAMATI,"Construction of internal road approaching towards Shedge and Newase House, Bhode",2025-03-18,2026-05-21,500000.0,Physical Inspection,False,Works Sanctioned.csv
25355,Normal/Others,WS/MP18007/2025-2026/183349-Providing supply pipelines for drinking water,Andhra Pradesh,Eluru(DISTRICT COLLECTOR ELURU_IDA),Putta Mahesh Kumar,ELURU,Extension Of Pipe Line at Nagendra Swamy Temple in Danagudem Road of Kaikalur Village.,2025-03-18,2025-12-17,250000.0,Physical Inspection,False,Works Sanctioned.csv
25356,Normal/Others,"WS/MP18257/2025-2026/183351-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA),ABHIJIT GANGOPADHYAY,TAMLUK,"Construction of a concrete guard wall from the house of Pintu Sahoo to the house of Ganesh Sahoo, Mouza- Rakshachak, J.L. No. 293, Plot No. 1160 under Amalhanda G.P., Kolaghat, Purba Medinipur",2025-03-18,2025-04-17,350000.0,Physical Inspection,False,Works Sanctioned.csv
25357,Normal/Others,WS/MP18257/2025-2026/183352-Installing tube-wells and borewells,West Bengal,Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA),ABHIJIT GANGOPADHYAY,TAMLUK,"Installation of tube well with submersible pump with pipe lines near the house of Gurupada Ojha at Mouza- Deriachak, J.L. No. 318, Plot No. 1390, Khatian No. 1081 under Deriachak G.P.",2025-03-18,2025-06-03,154668.0,Physical Inspection,False,Works Sanctioned.csv
25358,Normal/Others,"WS/MP18237/2024-2025/183353-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,SAHARANPUR(DISTRICT MAGISTRAE SAHARANPUR_IDA),IMRAN MASOOD,SAHARANPUR,Gram Nalheda Gaji mein Sayeed ke makaan se Sharif ke makaan tak CC road va nali nirmaan karya. lambai 115metrr,2025-03-18,2025-03-21,779817.0,Physical Inspection,False,Works Sanctioned.csv
25359,Normal/Others,"WS/MP18257/2025-2026/183355-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA),ABHIJIT GANGOPADHYAY,TAMLUK,"Construction of a concrete road from the house of Shankar Adak to the house of RamkrishnaPramanik, Mouza-Jalpai, J.L. No. 70, Plot No. 7255 to 7274, Khatian No. 15531 and 16699 under SitalpurPaschim G.P., Nandakumar, PurbaMedinipur",2025-03-18,2025-04-17,348187.0,Physical Inspection,False,Works Sanctioned.csv
25360,Normal/Others,"WS/MP18257/2025-2026/183356-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA),ABHIJIT GANGOPADHYAY,TAMLUK,"Construction of a concrete road from the house of Ramkrishna Pramanik to the house of Raghunath Jana, Mouza-Jalpai, J.L. No. 70, Plot No. 7274 to 7192, Khatian No. 16699 and 8566 under SitalpurPaschim G.P., Nandakumar, PurbaMedinipur",2025-03-18,2025-04-17,325480.0,Vendor Identification,False,Works Sanctioned.csv
25361,Normal/Others,"WS/MP18305/2025-2026/183357-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),E.T. MOHAMMED BASHEER,MALAPPURAM,"Construction of Apple Valley Road, ward 15",2025-03-18,2026-02-04,963352.0,Physical Inspection,False,Works Sanctioned.csv
25362,Normal/Others,"WS/MP18257/2025-2026/183358-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA),ABHIJIT GANGOPADHYAY,TAMLUK,"Construction of a concrete road from the house of Raghunath Jana to the house of Prahallad Dinda, Mouza-Jalpai, J.L. No. 70, Plot No. 7192 to 7355, Khatian No. 8566 and 11807 under Sitalpur Paschim G.P., Nandakumar, PurbaMedinipur",2025-03-18,2025-04-17,325480.0,Vendor Identification,False,Works Sanctioned.csv
