sr_no,work_category,work,state,ida,honble_members_of_parliament,elected_nominated,work_description,recommended_date,recommended_amount_rupees,sanction_date,recommended_amount_rupees_invalid_negative,source_dataset
5312,Normal/Others,WS/MP889/2024-2025/140625-Street lights,Gujarat,PATAN(DISTRICT COLLECTOR PATAN_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,Aendla Ta.Sarsvati Di.Patan LED light work Endala village and in Indiranagar area.(2023-24),2024-09-13,498510.0,2024-12-24,False,Works_Recommended.csv
5313,Normal/Others,WS/MP889/2024-2025/140627-Construction of community centers and community halls,Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,Panthavada Ta.Dantivada : For Community Hall near Vishwakarma Temple (2023-24),2024-09-13,500000.0,2024-12-26,False,Works_Recommended.csv
5314,Normal/Others,WS/MP889/2024-2025/140628-Construction of boundary walls of existing public and community buildings,Gujarat,PATAN(DISTRICT COLLECTOR PATAN_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,Borsan Ta.Di.Patan For construction of verandah in crematorium(2023-24),2024-09-13,200000.0,2024-12-24,False,Works_Recommended.csv
5315,Normal/Others,WS/MP889/2025-2026/140629-Construction of water tanks,Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,Manekpura Ta.Deesa : For water tank work in schedule cast Vas (2023-24),2024-09-13,297764.0,2025-04-16,False,Works_Recommended.csv
5316,Normal/Others,WS/MP889/2025-2026/140630-Construction of public libraries and reading rooms,Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,Samarvada Ta.Dhanera : For building of Public Library near Mahakali Temple (2023-24),2024-09-13,500000.0,2025-04-22,False,Works_Recommended.csv
5317,Normal/Others,WS/MP889/2025-2026/140631-Construction of additional rooms and halls in the existing public and community building,Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,Solsanda Ta.Danta : For construction of 2-rooms in Adivasi Kumar Hostel,2024-09-13,999000.0,2025-07-19,False,Works_Recommended.csv
5318,Normal/Others,"WS/MP889/2024-2025/140632-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,Kanzara Ta.Deesa : For CC road work from Village Chora to Village Padar(2023-24),2024-09-13,500000.0,2024-12-24,False,Works_Recommended.csv
5319,Normal/Others,NA-Construction of rooms and halls in school and colleges,Gujarat,SURENDRANAGAR(DISTRICT COLLECTOR SURENDRANAGAR_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,Facilities of ancillary equipment in the library at Bakshipanch Kumar Hostel (Missing facility)(2023-24),2024-09-13,500000.0,,False,Works_Recommended.csv
5320,Normal/Others,WS/MP889/2024-2025/140634-Construction of public libraries and reading rooms,Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,Santarvada Ta.Dantivada : To create a new library (2023-24),2024-09-13,500000.0,2024-12-26,False,Works_Recommended.csv
5321,Normal/Others,WS/MP078/2024-2025/140656-Purchase of books for public libraries/ digitization of library books,Himachal Pradesh,Lahaul And Spiti(DEPUTY COMMISSIONER L and S_IDA),Dr. Sikander Kumar (2022-28) (2022-2028),Elected MP,"Purchase of Books for School and Public Library at Lahul, through Dy. Director Higher Education, L&S (Keylong), District Lahual and Spiti (HP)",2024-09-13,1799868.42,2024-10-23,False,Works_Recommended.csv
5322,Normal/Others,WS/MP078/2025-2026/140664-Construction of public toilets and bathrooms,Himachal Pradesh,SOLAN(DEPUTY COMMISSIONER SOLAN_IDA),Dr. Sikander Kumar (2022-28) (2022-2028),Elected MP,"Construction of public toilets and bathrooms at Adarsh Nagar, Ward No. 7, Dhobi Ghat, Tehsil and District Solan (HP), As per recommendation of Maharishi Valmiki Sudhar Samiti. Executing agency BDO, Solan",2024-09-13,100000.0,2025-11-18,False,Works_Recommended.csv
5323,Trust and Society,WS/MP108/2024-2025/140691-Construction of public libraries and reading rooms,Maharashtra,BULDHANA(DISTRICT COLLECTOR BULDHANA_IDA),Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028),Elected MP,"Construction of public libraries and reading rooms in Raje Chhatrapati art college at Dhamangaon Badhe, Tq Motala Dist. Buldhana.",2024-09-17,1787811.0,2024-10-14,False,Works_Recommended.csv
5324,Normal/Others,"WS/MP186/2024-2025/141228-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Construction of public waiting room at Upper Primary Health in Village Haliya Vikas Khand,2024-09-16,4000000.0,2025-02-17,False,Works_Recommended.csv
5325,Normal/Others,WS/MP186/2024-2025/141231-Installing community drinking water plants,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,"Construction of solar pump at public place near the ashram in village Avara, Block Halia",2024-09-16,2000000.0,2025-02-17,False,Works_Recommended.csv
5326,Normal/Others,WS/MP186/2024-2025/141232-Construction of boundary walls of existing public and community buildings,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Construction of boundary wall of public place near Ram Bhajan Das Seva Ashram located in Village Panchayat Kuba Khurd Block Rajgarh,2024-09-16,4000000.0,2025-02-17,False,Works_Recommended.csv
5327,Repair and Renovation,WS/MP186/2024-2025/141233-Construction of footpaths and pedestrian ways,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,"Construction of C.C. road from village panchayat Belvan, Block Pahadi Kanaura Belvan road to Futvaha temple",2024-09-16,3500000.0,2025-02-17,False,Works_Recommended.csv
5328,Normal/Others,WS/MP186/2024-2025/141234-Construction of community centers and community halls,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Construction of public Panchayat building at Karondia in Gram Panchayat Baraya Block Halia,2024-09-16,4800000.0,2025-02-19,False,Works_Recommended.csv
5329,Normal/Others,WS/MP186/2024-2025/141235-Construction of boundary walls of existing public and community buildings,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Construction of boundary wall at public place near Ram Janaki temple in village Manigarha Block Halia,2024-09-16,3000000.0,2025-02-17,False,Works_Recommended.csv
5330,Normal/Others,WS/MP186/2024-2025/141236-Construction of culverts and bridges,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Construction of culvert on village panchayat Songadha block Halia Chhachhundar drain,2024-09-16,4500000.0,2025-02-19,False,Works_Recommended.csv
5331,Normal/Others,WS/MP186/2024-2025/141249-Construction of community centers and community halls,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Public marriage celebration house in Gram Panchayat Rehi Block Lalganj,2024-09-16,3500000.0,2025-02-17,False,Works_Recommended.csv
5332,Normal/Others,WS/MP186/2024-2025/141250-Construction of night shelters for homeless,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Construction of Sabri Ashram night shelter in Village Panchayat Kewaljhar Block Halia,2024-09-16,4500000.0,2025-02-19,False,Works_Recommended.csv
5333,Normal/Others,WS/MP186/2024-2025/141251-Construction of footpaths and pedestrian ways,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Construction of C.C.C. road from Sonvarsa Road to Khetwariya connecting road in Village Panchayat Kamapur Block Chanbe,2024-09-16,4000000.0,2025-02-17,False,Works_Recommended.csv
5334,Normal/Others,WS/MP186/2024-2025/141252-Construction of boundary walls of existing public and community buildings,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Construction of boundary wall of public wedding celebration house in Village Panchayat Kusiyara Block Halia,2024-09-16,3000000.0,2025-02-17,False,Works_Recommended.csv
5335,Normal/Others,WS/MP186/2024-2025/141253-Construction of footpaths and pedestrian ways,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Interlocking from the house of Shri Pappu Patel to the house of Suddhu Harijan in Rajgarhwa village of Amoi Purva Block Patehra,2024-09-16,3000000.0,2025-02-17,False,Works_Recommended.csv
5336,Normal/Others,WS/MP186/2024-2025/141254-Construction of footpaths and pedestrian ways,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,"Construction of C.C. road from near Brijraj Singh's house to Ram Sajeevan's house in village Jaunsara, Block Pahadi, next to Ganga Ghat",2024-09-16,500000.0,2025-02-17,False,Works_Recommended.csv
5337,Normal/Others,WS/MP186/2024-2025/141255-Construction of culverts and bridges,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Construction of culvert near Magrahawa drain (Baiga Basti) in village Manigarha Block Halia,2024-09-16,3000000.0,2025-02-19,False,Works_Recommended.csv
5338,Normal/Others,WS/MP186/2024-2025/141256-Construction of footpaths and pedestrian ways,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,"Construction of interlocking up to the colony located near the house of Banyan Naresh, Amresh in village Rampur Madwa, Block Lalganj",2024-09-16,1500000.0,2025-02-17,False,Works_Recommended.csv
5339,Normal/Others,WS/MP186/2024-2025/141257-Construction of culverts and bridges,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Construction of culvert near Tamalganj railway crossing in Chunar village,2024-09-16,3200000.0,2025-02-17,False,Works_Recommended.csv
5340,Normal/Others,WS/MP186/2024-2025/141277-Street lights,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Solar street light at Gram Panchayat Galra Block Halia Gaushala,2024-09-16,119950.0,2025-02-17,False,Works_Recommended.csv
5341,Normal/Others,WS/MP186/2024-2025/141278-Street lights,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Solar street light at Gram Panchayat Subaon Kala Block Halia Gaushala,2024-09-16,119950.0,2025-02-17,False,Works_Recommended.csv
5342,Normal/Others,WS/MP186/2024-2025/141279-Street lights,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Solar street light at Gram Panchayat Haliya Block Haliya Gaushala,2024-09-16,119950.0,2025-02-17,False,Works_Recommended.csv
5343,Normal/Others,WS/MP186/2024-2025/141280-Street lights,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Solar street light at Gram Panchayat Gurgi Block Halia Gaushala,2024-09-16,119950.0,2025-02-17,False,Works_Recommended.csv
5344,Normal/Others,WS/MP186/2024-2025/141281-Street lights,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Solar street light at Gram Panchayat Baraya (Harbara) Block Halia Gaushala,2024-09-16,119950.0,2025-02-17,False,Works_Recommended.csv
5345,Normal/Others,WS/MP186/2024-2025/141282-Street lights,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Solar street light at Gram Panchayat Gaurav Block Halia Gaushala,2024-09-16,119950.0,2025-02-17,False,Works_Recommended.csv
5346,Normal/Others,WS/MP186/2024-2025/141283-Street lights,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Solar street light at Gram Panchayat Mahogdi Block Halia Gaushala,2024-09-16,119950.0,2025-02-17,False,Works_Recommended.csv
5347,Normal/Others,WS/MP186/2024-2025/141284-Street lights,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Solar street light at Gram Panchayat Umaria Block Halia Gaushala,2024-09-16,119950.0,2025-02-17,False,Works_Recommended.csv
5348,Normal/Others,WS/MP186/2024-2025/141285-Street lights,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Solar street light near Gulton Kol's house in Gram Panchayat Rampur Shaktesgarh Block Rajgarh,2024-09-16,120805.0,2025-02-17,False,Works_Recommended.csv
5349,Normal/Others,WS/MP186/2024-2025/141286-Street lights,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Solar street light at the intersection in Gram Panchayat Babura Kala Block Halia,2024-09-16,119950.0,2025-02-17,False,Works_Recommended.csv
5350,Normal/Others,WS/MP186/2024-2025/141287-Street lights,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,"Solar street light at public place near (Gauri Shankar temple) in Gram Panchayat Babura Raghunath Singh, VK Haliya",2024-09-16,119950.0,2025-02-17,False,Works_Recommended.csv
5351,Normal/Others,WS/MP186/2024-2025/141288-Street lights,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Solar street light near Ajay Sonkar's house in Block Rajgarh in Village Panchayat Rampur Sakteshgarh,2024-09-16,120805.0,2025-02-17,False,Works_Recommended.csv
5352,Normal/Others,WS/MP186/2024-2025/141289-Street lights,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Solar street light near Chhote Lal Kesharwani's house in Gram Panchayat Mawai Khurd Block Halia,2024-09-16,119950.0,2025-02-17,False,Works_Recommended.csv
5353,Normal/Others,WS/MP186/2024-2025/141290-Street lights,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Solar street light near Kameshwar Singh's house in Gram Panchayat Mawai Khurd Block Halia,2024-09-16,119950.0,2025-02-17,False,Works_Recommended.csv
5354,Normal/Others,WS/MP186/2024-2025/141291-Street lights,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Solar street light on the main road in village Garhwa Block Halia,2024-09-16,119950.0,2025-02-17,False,Works_Recommended.csv
5355,Normal/Others,WS/MP107/2024-2025/141292-Purchase Books for Library,Madhya Pradesh,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Smt. Sumitra Balmik (2022-28) (2022-2028),Elected MP,Lab Building Construction of Saraswati Institute of Engineering & Technology Tripuri Ward Jabalpur,2024-09-27,2000000.0,2025-02-24,False,Works_Recommended.csv
5356,Normal/Others,WS/MP18290/2025-2026/141353-Construction of public libraries and reading rooms,Maharashtra,DHULE(DISTRICT COLLECTOR DHULE_IDA),Shri Chandrakant Damodar Handore (2024-30) (2024-2030),Elected MP,Construction of public libraries and reading rooms,2024-09-16,4966790.0,2025-08-26,False,Works_Recommended.csv
5357,Normal/Others,"WS/MP18290/2024-2025/141355-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,DHULE(DISTRICT COLLECTOR DHULE_IDA),Shri Chandrakant Damodar Handore (2024-30) (2024-2030),Elected MP,Construction of pathways or any other,2024-09-16,1499356.0,2025-03-03,False,Works_Recommended.csv
5358,Normal/Others,"WS/MP18290/2024-2025/141356-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,DHULE(DISTRICT COLLECTOR DHULE_IDA),Shri Chandrakant Damodar Handore (2024-30) (2024-2030),Elected MP,"Construction of roads, pathways or any other",2024-09-16,1495941.0,2025-03-03,False,Works_Recommended.csv
5359,Normal/Others,WS/MP18290/2025-2026/141367-Street lights,Maharashtra,DHULE(DISTRICT COLLECTOR DHULE_IDA),Shri Chandrakant Damodar Handore (2024-30) (2024-2030),Elected MP,"Installation of street lights at Gautam Nagar, Dhule city.",2024-09-16,996523.0,2025-09-08,False,Works_Recommended.csv
5360,Normal/Others,WS/MP186/2024-2025/141370-Street lights,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,"Solar street light in coal colony in village Kusiyara, Block Halia",2024-09-16,119950.0,2025-02-17,False,Works_Recommended.csv
5361,Normal/Others,WS/MP186/2024-2025/141371-Street lights,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,"Solar street light in coal colony in village Nadna, Block Halia",2024-09-16,119950.0,2025-02-17,False,Works_Recommended.csv
5362,Normal/Others,WS/MP186/2024-2025/141372-Street lights,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Solar street light in village Belahi Block Halia Coal Colony,2024-09-16,119950.0,2025-02-17,False,Works_Recommended.csv
5363,Normal/Others,WS/MP186/2024-2025/141373-Street lights,Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Shri Arun Singh (2020-26) (2020-2026),Elected MP,Solar street light near Satendra's house in village Laccha Patti Block City,2024-09-16,138000.0,2025-02-17,False,Works_Recommended.csv
