sr_no,work_category,work,state,ida,honble_members_of_parliament,elected_nominated,work_description,recommended_date,recommended_amount_rupees,sanction_date,recommended_amount_rupees_invalid_negative,source_dataset
5243,Normal/Others,"WS/MP18304/2024-2025/139884-Construction of roads, link roads, pathways or any other road with or without drainage system",Himachal Pradesh,CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA),Shri Harsh Mahajan (2024-30) (2024-2030),Elected MP,construction work of Ambulance Road Vill. Dharapda,2024-09-08,100000.0,2025-02-18,False,Works_Recommended.csv
5244,Normal/Others,"WS/MP18304/2024-2025/139885-Construction of roads, link roads, pathways or any other road with or without drainage system",Himachal Pradesh,CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA),Shri Harsh Mahajan (2024-30) (2024-2030),Elected MP,construction work of Pucca path At main road to vill. chihadu,2024-09-08,100000.0,2024-10-21,False,Works_Recommended.csv
5245,Normal/Others,"WS/MP18304/2024-2025/139886-Construction of roads, link roads, pathways or any other road with or without drainage system",Himachal Pradesh,CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA),Shri Harsh Mahajan (2024-30) (2024-2030),Elected MP,construction work of path/Drain Main Road to kakian,2024-09-08,100000.0,2024-11-19,False,Works_Recommended.csv
5246,Normal/Others,"WS/MP18304/2024-2025/139898-Construction of roads, link roads, pathways or any other road with or without drainage system",Himachal Pradesh,CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA),Shri Harsh Mahajan (2024-30) (2024-2030),Elected MP,construction work of Relling Path Rajindu To Taleran,2024-09-08,100000.0,2025-02-10,False,Works_Recommended.csv
5247,Normal/Others,"WS/MP18304/2024-2025/139899-Construction of roads, link roads, pathways or any other road with or without drainage system",Himachal Pradesh,CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA),Shri Harsh Mahajan (2024-30) (2024-2030),Elected MP,construction work of Pucca Path at Sarahan (!!!),2024-09-08,100000.0,2025-01-06,False,Works_Recommended.csv
5248,Trust and Society,WS/MP145/2024-2025/140053-Construction of veterinary hospitals and dispensaries,Rajasthan,BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA),Shri Ghanshyam Tiwari (2022-28) (2022-2028),Elected MP,PURCHASING OF AMBULANCE VEHICLE FOR SICK ANIMALS,2024-09-09,1000000.0,2025-02-07,False,Works_Recommended.csv
5249,Normal/Others,WS/MP18329/2025-2026/140057-Purchase of vans and buses for educational institutions,Kerala,PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA),Shri Haris Beeran (2024-30) (2024-2030),Elected MP,"Over 1500 students study at Puthunagar Muslim Higher Secondary School, which comes under Palakkad Sub District. A school bus is highly essential for this school. I am sanctioning the amount to purchase a Tata bus from GeM - with a seating capacity of 27+1, complete the entire work, and make it travel-worthy. The details of the bus are given below. TATA MOTORS TYPE IV (School Bus) Non Deluxe Bus(NDX) with Passenger Carrying Capacity of 28 Nos. (Tata Cityride School 27+A+D LP 410/33 BS-6)",2024-09-09,2075534.0,2025-08-07,False,Works_Recommended.csv
5250,Normal/Others,WS/MP888/2025-2026/140058-Purchase of books for public libraries/ digitization of library books,West Bengal,Cooch Behar(DISTRICT MAGISTRATE COOCHBEHAR_IDA),Shri Nagendra Ray (2023-29) (2023-2029),Elected MP,Purchase of books for 65 number of public libraries and schools,2024-09-09,13800426.0,2025-04-24,False,Works_Recommended.csv
5251,Normal/Others,"WS/MP225/2024-2025/140112-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,Construction of Embarkment cum ramp on the bank of Borai River situated at Jaijapur Block area Sakti District,2024-09-09,1000000.0,2024-09-19,False,Works_Recommended.csv
5252,Normal/Others,"WS/MP112/2024-2025/140113-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),Shri Dhananjay Bhimrao Mahadik (2022-28) (2022-2028),Elected MP,"Construction of Gutter in Asalaj Tal. Gaganbawada, Dist.Kolhapur",2024-09-09,498970.0,2024-10-08,False,Works_Recommended.csv
5253,Normal/Others,WS/MP225/2024-2025/140115-Construction of public toilets and bathrooms,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,Construction of ramp and bathing place on Bgan Nala situated at Kikari village of Malkharauda Block of Sakti District,2024-09-09,999797.0,2024-09-26,False,Works_Recommended.csv
5254,Normal/Others,WS/MP225/2024-2025/140116-Construction of community centers and community halls,Chhattisgarh,DURG(DISTRICT COLLECTOR DURG_IDA),Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,Construction of community centers/community halls and its Boundary wall for the benefit of Local people.,2024-09-09,3000000.0,2024-12-23,False,Works_Recommended.csv
5255,Normal/Others,WS/MP225/2024-2025/140119-Construction of community centers and community halls,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,Construction of Community Centre Building at Gram Panchayat Sarwani for welfare of common people,2024-09-09,2300000.0,2024-10-04,False,Works_Recommended.csv
5256,Normal/Others,"WS/MP225/2025-2026/140121-Purchase of ambulances (Four, three and two wheelers)",Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,Ensuring the District Hospital in Sakti is equipped with a Life Support Ambulance for enhanced patient care and emergency services,2024-09-09,2700000.0,2026-02-18,False,Works_Recommended.csv
5257,Normal/Others,WS/MP225/2024-2025/140123-Construction of community centers and community halls,Chhattisgarh,Balodabazar-Bhatapara(Collector Baloda Bazar_IDA),Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,Construction of community center for Sahu Samaj in Deradih village of Tundra Tehsil District Balodabazar(Bhatapara) Chhattisgarh.,2024-09-09,1999000.0,2024-11-06,False,Works_Recommended.csv
5258,Normal/Others,WS/MP888/2025-2026/140127-Purchase of furniture and fixtures for educational purposes,West Bengal,Cooch Behar(DISTRICT MAGISTRATE COOCHBEHAR_IDA),Shri Nagendra Ray (2023-29) (2023-2029),Elected MP,Seating furniture (Low and High Bench set) for Maharaja Nripendra Narayan High School (H.S.) and other 13 School of Coochbehar District,2024-09-09,9975000.0,2025-07-21,False,Works_Recommended.csv
5259,Normal/Others,"WS/MP099/2025-2026/140166-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Dr. John Brittas (2021-27) (2021-2027),Elected MP,Construction of Thattiyad Tower Road (Asset Code No. 21181005000000064) in Ward No. XV of Naduvil Grama Panchayat (S.T Category).,2024-09-10,527820.0,2025-08-25,False,Works_Recommended.csv
5260,Normal/Others,"WS/MP099/2025-2026/140167-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Dr. John Brittas (2021-27) (2021-2027),Elected MP,Construction of Kanakakkunnu-Ambalam Nagar Road in Ward No. VIII of Naduvil Grama Panchayat.,2024-09-10,486459.0,2025-04-22,False,Works_Recommended.csv
5261,Normal/Others,WS/MP099/2026-2027/140169-Street lights,Kerala,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Dr. John Brittas (2021-27) (2021-2027),Elected MP,"Purchase and installation of one Mini Mast Light at A.K.G Nagar, Nediyenga Village, Sreekandapuram Municipality, Kannur District",2024-09-10,175000.0,2026-05-13,False,Works_Recommended.csv
5262,Normal/Others,"WS/MP18300/2024-2025/140170-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,PCC road construction work from gallery room to commerce department in Ram Lakhan Singh College,2024-09-10,1495979.0,2024-09-20,False,Works_Recommended.csv
5263,Normal/Others,"WS/MP18300/2024-2025/140171-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),Dr. Bhim Singh (2024-30) (2024-2030),Elected MP,PCC road construction work from Physics Lab to Chemistry Department in Ram Lakhan Singh College,2024-09-10,1495000.0,2024-09-20,False,Works_Recommended.csv
5264,Normal/Others,"WS/MP099/2025-2026/140172-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Dr. John Brittas (2021-27) (2021-2027),Elected MP,"Concreting of Parakandam – Palengad Road, starting near Parakandam Mosque and leading to Thundankuzhy Paddy field, located in Ward No. 15 of Muzhakkunnu Grama Panchayat, Muzhakkunnu Village, Kannur District",2024-09-10,828679.0,2025-08-25,False,Works_Recommended.csv
5265,Normal/Others,"WS/MP099/2024-2025/140174-Purchase of IT systems, including hardware and software for educational purposes",Kerala,THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA),Dr. John Brittas (2021-27) (2021-2027),Elected MP,"Purchase, supply and/or installation of Desktop Computer Systems, Server System, along with ancillary furniture and equipments like Printers, Computer tables, etc. for the Department of Communication and Journalism, University of Kerala, Kariavattom Campus, Thiruvananthapuram Municipal Corporation, Thiruvananthapuram District.",2024-09-10,386685.0,2024-10-18,False,Works_Recommended.csv
5266,Normal/Others,"WS/MP099/2025-2026/140176-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",Kerala,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Dr. John Brittas (2021-27) (2021-2027),Elected MP,"Purchase and distribution of one Electronic Wheelchair to eligible agent/retailer of Kerala Lotteries, having disabilities, residing in Ward No. 8, Karivellur-Peralam Grama Panchayat, Kannur District",2024-09-10,150000.0,2026-02-16,False,Works_Recommended.csv
5267,Normal/Others,"WS/MP099/2025-2026/140177-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Dr. John Brittas (2021-27) (2021-2027),Elected MP,"Concreting of Kaithalam - Kozhikunnu Road in Ward No. 9 of Naduvil Grama Panchayat, Kannur District (Asset Code: 211810050000000148)",2024-09-10,582794.0,2025-05-31,False,Works_Recommended.csv
5268,Trust and Society,"WS/MP099/2024-2025/140179-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Dr. John Brittas (2021-27) (2021-2027),Elected MP,"Construction of Sensory Park and installation of Health/Gym Equipments/Machines in V.K.M. Special School (A project of V.K. Mohamed Charitable Trust), Puramannoor PO, Irimbiliyam Grama Panchayat, Malappuram District.",2024-09-10,909760.0,2024-11-23,False,Works_Recommended.csv
5269,Normal/Others,"WS/MP187/2024-2025/140194-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,"GRAM SARAYAN MEIN SMT. RAMDULARI MEMORIAL KANYA MAHAVIDLAYA SE STATE HIGHWAY-26 TAK, CC TILES INTERLOCKING, Length= 300 Mtrs. Cost= Rs. 7,00,000.",2024-09-10,619972.0,2025-03-06,False,Works_Recommended.csv
5270,Normal/Others,WS/MP187/2024-2025/140195-Construction of rooms and halls in school and colleges,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,"PURVANCHAL UCHCHTAR MADHYAMIK VIDYALAYA KURETHU BANDHRA, DIST. JAUNPUR MEIN CLASS ROOMS NIRMAN HETU. Cost= Rs. 1000000.",2024-09-10,1000000.0,2025-02-18,False,Works_Recommended.csv
5271,Normal/Others,WS/MP187/2024-2025/140196-Construction of rooms and halls in school and colleges,Uttar Pradesh,AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA),Shri Javed Ali Khan (2022-28) (2022-2028),Elected MP,PRABHUNATH SINGH KRISHNA UCHCHATR MADHYAMIK VIDYALAY ARAZI DEWARA NAINIJOR. Cost= 1000000.,2024-09-10,1000000.0,2025-03-21,False,Works_Recommended.csv
5272,Normal/Others,"WS/MP831/2024-2025/140242-Construction of roads, link roads, pathways or any other road with or without drainage system",Assam,DARRANG(DEPUTY COMMISSIONER DARRANG_IDA),Shri Rwngwra Narzary (2022-28) (2022-2028),Elected MP,"Construction of road from Turai L.P. school to Rajghat via Sipajhar under Turai G.P, Darrang.",2024-09-11,1200000.0,2024-10-22,False,Works_Recommended.csv
5273,Normal/Others,"WS/MP831/2024-2025/140244-Construction of roads, link roads, pathways or any other road with or without drainage system",Assam,BARPETA(DEPUTY COMMISSIONER BARPETA 1),Shri Rwngwra Narzary (2022-28) (2022-2028),Elected MP,"Construction of Road from Natunbasti to Ahom pathar via to dharani Barman house at village & G.P. Kamargaon, Barpeta.",2024-09-11,2000000.0,2025-02-03,False,Works_Recommended.csv
5274,Normal/Others,NA-Construction of community centers and community halls,Assam,CHIRANG(Deputy Commissioner Chirang_IDA),Shri Rwngwra Narzary (2022-28) (2022-2028),Elected MP,Construction of community Hall near Bodosa Primary Swarup stiti Prasar sansad under Amguri VCDC,2024-09-11,1000000.0,,False,Works_Recommended.csv
5275,Normal/Others,WS/MP146/2024-2025/140254-Construction of public libraries and reading rooms,Rajasthan,JAISALMER(DISTRICT COLLECTOR JAISLAMER_IDA),Shri Mukul Wasnik (2022-28) (2022-2028),Elected MP,"Construction of Public Library cum Reading Room (Vachnalay) in Gram Panchayat Badoda Gaon, V. S. Pokaran, Panchayat Samiti & Dist. Jaisalmer",2024-09-11,1000000.0,2025-01-12,False,Works_Recommended.csv
5276,Normal/Others,WS/MP112/2024-2025/140270-Providing supply pipelines for drinking water,Maharashtra,NASHIK(DISTRICT COLLECTOR NASHIK_IDA),Shri Dhananjay Bhimrao Mahadik (2022-28) (2022-2028),Elected MP,"supply pipelines Satana Bagayatdar sanstha, Dist.Nashik",2024-09-11,1000000.0,2025-02-07,False,Works_Recommended.csv
5277,Normal/Others,WS/MP180/2024-2025/140361-Construction of community centers and community halls,Uttar Pradesh,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Dr. K. Laxman (2022-28) (2022-2028),Elected MP,Construction and redevelopment of community center at crematorium ground,2024-09-11,3894337.0,2024-11-27,False,Works_Recommended.csv
5278,Repair and Renovation,WS/MP180/2024-2025/140362-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Uttar Pradesh,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Dr. K. Laxman (2022-28) (2022-2028),Elected MP,Construction and redevelopment of boundary wall at crematorium ground,2024-09-11,3687074.0,2024-11-27,False,Works_Recommended.csv
5279,Normal/Others,WS/MP225/2024-2025/140364-Installation of multi-gym equipment,Chhattisgarh,BALOD(Collector Balod_IDA),Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,Construction of an Open gym in Rewagahan village of Marri Bangla (Deori) in Balod District of Chhattisgarh,2024-09-11,1000000.0,2024-10-29,False,Works_Recommended.csv
5280,Normal/Others,WS/MP225/2024-2025/140365-Installation of multi-gym equipment,Chhattisgarh,BALOD(Collector Balod_IDA),Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,Construction of an Open gym in Gorkapar (Gandhi) village of Gunderdehi in Balod District of Chhattisgarh,2024-09-11,1000000.0,2024-10-29,False,Works_Recommended.csv
5281,Normal/Others,WS/MP225/2024-2025/140366-Construction of common work sheds/ common covered sitting area,Chhattisgarh,BALOD(Collector Balod_IDA),Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,"Construction of a public waiting shed in Parsadih (SU) village of Marri Bangla (Deori), Balod district, Chhattisgarh.",2024-09-11,500000.0,2024-10-29,False,Works_Recommended.csv
5282,Normal/Others,"WS/MP147/2024-2025/140367-Construction of roads, link roads, pathways or any other road with or without drainage system",Rajasthan,Jodhpur Gramin(DISTRICT COLLECTOR JODHPUR RURAL_IDA),Shri Pramod Tiwari (2022-28) (2022-2028),Elected MP,For the construction work of gravel road from Naganarai temple to Kui Seema in Gram Panchayat Ketukalan.,2024-09-11,997000.0,2025-01-21,False,Works_Recommended.csv
5283,Normal/Others,WS/MP225/2024-2025/140368-Construction of common work sheds/ common covered sitting area,Chhattisgarh,BALOD(Collector Balod_IDA),Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,"Construction of a public waiting shed in Bhendi (SU) village of Marri Bangla (Deori), Balod district, Chhattisgarh.",2024-09-11,500000.0,2024-10-29,False,Works_Recommended.csv
5284,Normal/Others,"WS/MP203/2024-2025/140391-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA),Smt. Darshana Singh (2022-28) (2022-2028),Elected MP,Please see attached document.,2024-09-11,994931.0,2024-10-06,False,Works_Recommended.csv
5285,Normal/Others,"WS/MP203/2024-2025/140392-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA),Smt. Darshana Singh (2022-28) (2022-2028),Elected MP,Please see attached document.,2024-09-11,687687.0,2024-10-06,False,Works_Recommended.csv
5286,Normal/Others,"WS/MP203/2024-2025/140393-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA),Smt. Darshana Singh (2022-28) (2022-2028),Elected MP,Please see attached document.,2024-09-11,995873.0,2024-10-06,False,Works_Recommended.csv
5287,Normal/Others,"WS/MP18282/2024-2025/140397-Purchase of IT systems, including hardware and software for educational purposes",Sikkim,Gangtok(DISTRICT COLLECTOR EAST DISTRICT_IDA),Shri Dorjee Tshering Lepcha (2024-30) (2024-2030),Elected MP,Purchase of computer and printer and other electronic equipment to Modern Government Senior secondary School Gangtok,2024-09-12,550000.0,2024-10-03,False,Works_Recommended.csv
5288,Normal/Others,WS/MP171/2025-2026/140426-Providing drains and gutters for public drainage,Telangana,YADADRI BHUVANAGIRI(DISTRICT COLLECTOR YADADRI BHUVANAGIRI_IDA),Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030),Elected MP,"Construction of RCC Drain at Anantharam(V)Bhognir(M), Yadadri Bhongir District",2024-09-12,900000.0,2025-05-21,False,Works_Recommended.csv
5289,Normal/Others,WS/MP171/2024-2025/140427-Street lights,Telangana,YADADRI BHUVANAGIRI(DISTRICT COLLECTOR YADADRI BHUVANAGIRI_IDA),Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030),Elected MP,"Providing Street Lights at Anantharam(V), Bhognir(M), Yadadri Bhongir District",2024-09-12,100000.0,2024-12-10,False,Works_Recommended.csv
5290,Normal/Others,WS/MP18294/2025-2026/140446-Construction of community centers and community halls,Maharashtra,GONDIA(DISTRICT COLLECTOR GONDIA_IDA),Shri Praful Patel (2024-30) (2024-2030),Elected MP,"Fulchur, Ta. Dist. Gondia me ward no. 2 me samaj kalyan bhawan ke samne Jilha Shramik Patrakar Bhawan ka Nirman.",2024-09-12,1000000.0,2025-07-10,False,Works_Recommended.csv
5291,Normal/Others,WS/MP078/2024-2025/140504-Construction of additional rooms and halls in the existing public and community building,Himachal Pradesh,KANGRA(DEPUTY COMMISSIONER KANGRA_IDA),Dr. Sikander Kumar (2022-28) (2022-2028),Elected MP,"C/o Completion and additional construction of rooms and hall of Ambedkar Bhawan Kharat, G.P. Kharat, Dev. Block Baroh, District Kangra (HP) Executing agency BDO, Baroh Dev. Block Baroh",2024-09-12,998870.0,2025-01-03,False,Works_Recommended.csv
5292,Normal/Others,WS/MP078/2024-2025/140508-Construction of shelters for animals,Himachal Pradesh,MANDI(DEPUTY COMMISSIONER MANDI_IDA),Dr. Sikander Kumar (2022-28) (2022-2028),Elected MP,"C/o Cow Shed at Village Bhararu, G.P. Bhararu, Dev. Block Padhar, District Mandi (HP), Executing agency, BDO, Padhar",2024-09-12,500000.0,2025-01-16,False,Works_Recommended.csv
5293,Normal/Others,WS/MP078/2024-2025/140520-Purchase of books for public libraries/ digitization of library books,Himachal Pradesh,SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA),Dr. Sikander Kumar (2022-28) (2022-2028),Elected MP,"Purchase of Books for School and Public Library at Nahan, District Sirmour through Dy. Director Higher Education Sirmour, Nahan (HP)",2024-09-12,899934.21,2024-10-18,False,Works_Recommended.csv
5294,Normal/Others,WS/MP078/2024-2025/140575-Purchase of books for public libraries/ digitization of library books,Himachal Pradesh,SOLAN(DEPUTY COMMISSIONER SOLAN_IDA),Dr. Sikander Kumar (2022-28) (2022-2028),Elected MP,"Purchase of Books for School and Public Library at Solan, District Solan through Dy. Director Higher Education, Solan (HP)",2024-09-13,899934.21,2024-10-21,False,Works_Recommended.csv
5295,Normal/Others,WS/MP078/2024-2025/140576-Purchase of books for public libraries/ digitization of library books,Himachal Pradesh,SOLAN(DEPUTY COMMISSIONER SOLAN_IDA),Dr. Sikander Kumar (2022-28) (2022-2028),Elected MP,"Purchase of Books for School and Public Library at Solan, District Solan through Dy. Director Elementary Education, Solan (HP)",2024-09-13,2000000.0,2024-10-26,False,Works_Recommended.csv
5296,Normal/Others,WS/MP078/2024-2025/140577-Purchase of books for public libraries/ digitization of library books,Himachal Pradesh,SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA),Dr. Sikander Kumar (2022-28) (2022-2028),Elected MP,"Purchase of Books for School and Public Library at Nahan, District Sirmour through Dy. Director Elementary Education, Nahan, District Sirmour (HP)",2024-09-13,2000000.0,2024-10-18,False,Works_Recommended.csv
5297,Normal/Others,WS/MP196/2024-2025/140579-Construction of rooms and halls in school and colleges,Uttar Pradesh,LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA),Shri Brij Lal (2020-26) (2020-2026),Elected MP,Construction of rooms and halls in school and colleges.,2024-09-13,3464000.0,2024-12-26,False,Works_Recommended.csv
5298,Normal/Others,WS/MP078/2024-2025/140581-Purchase of books for public libraries/ digitization of library books,Himachal Pradesh,KINNAUR(DEPUTY COMMISSIONER KINNAUR_IDA),Dr. Sikander Kumar (2022-28) (2022-2028),Elected MP,"Purchase of Books for School and Public Library at Kalpa, District Kinnaur through Dy. Director Higher Education, Kalpa at Kinnaur, District Kinnaur (HP)",2024-09-13,1999853.0,2025-01-02,False,Works_Recommended.csv
5299,Normal/Others,"WS/MP889/2025-2026/140608-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,KACHCHH(DISTRICT COLLECTOR KUTCH_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,Bhujodi Ta.Di.Bhuj-Kach For work of paver block at Maldhari Mangal Mandir Trust managed Ashram School (2024-25),2024-09-13,500000.0,2025-12-02,False,Works_Recommended.csv
5300,Normal/Others,WS/MP889/2025-2026/140609-Construction of boundary walls of existing public and community buildings,Gujarat,GANDHINAGAR(DISTRICT COLLECTOR GANDHINAGAR_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,Dahegam Ta.Di.Gandhinagar RCC around the crematorium gruh at Vardhana Muwada Village . For wall work(2023-24),2024-09-13,500000.0,2025-06-23,False,Works_Recommended.csv
5301,Normal/Others,WS/MP889/2025-2026/140610-Construction of common work sheds/ common covered sitting area,Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,Manekpura Ta.Deesa : For the work of a prayer shed in a primary school (2023-24),2024-09-13,500000.0,2025-04-16,False,Works_Recommended.csv
5302,Normal/Others,"WS/MP889/2025-2026/140611-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,Sanadar Ta.Deeodar : Road works next to the lake (2023-24),2024-09-13,1100000.0,2025-07-21,False,Works_Recommended.csv
5303,Normal/Others,"WS/MP889/2024-2025/140613-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,Vada Ta.Kankrej : For CC road work from highway to Sedha Mashru's residence (2023-24),2024-09-13,500000.0,2025-03-10,False,Works_Recommended.csv
5304,Normal/Others,"WS/MP889/2024-2025/140614-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,Vada Ta.Kankrej : For work on flood protection wall near Angannath Library (2023-24),2024-09-13,400000.0,2025-03-10,False,Works_Recommended.csv
5305,Normal/Others,WS/MP889/2025-2026/140615-Construction of common work sheds/ common covered sitting area,Gujarat,MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,"To construct a common work shed in Shaktishaktipara opposite Gramjyoti Vidyalaya at Kahipur village, Ta. Vadnagar, Dist. Mehsana(2023-24)",2024-09-13,1000000.0,2025-09-18,False,Works_Recommended.csv
5306,Normal/Others,WS/MP889/2025-2026/140617-Construction of public libraries and reading rooms,Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,Palanpur Ta.Palanapur : For construction of library hall in Kumar Chhatralaya run by Bhumi Child and Women Education Trust. (2024-25),2024-09-13,500000.0,2025-07-19,False,Works_Recommended.csv
5307,Normal/Others,WS/MP889/2025-2026/140619-Construction of public libraries and reading rooms,Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,Sirvada Ta.Kankrej : To construct innovative library halls in secondary and higher secondary schools(2024-25),2024-09-13,500000.0,2025-04-16,False,Works_Recommended.csv
5308,Normal/Others,WS/MP889/2024-2025/140620-Construction of boundary walls of existing public and community buildings,Gujarat,PATAN(DISTRICT COLLECTOR PATAN_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,DhanavadaTa.sidhpur Di.patan To construct the khutati flood protection wall of Panchayat House(2023-24),2024-09-13,500000.0,2024-10-19,False,Works_Recommended.csv
5309,Normal/Others,WS/MP889/2025-2026/140621-Construction of rooms and halls in school and colleges,Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,Vekari Ta.Danta : To build a canteen hall in the tribal ashram school(2023-24),2024-09-13,999000.0,2025-07-19,False,Works_Recommended.csv
5310,Normal/Others,WS/MP889/2024-2025/140623-Construction of water tanks,Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,Kanajhara Ta.Deesa : Work of water parab in Anganwadi Center 1 (2023-24),2024-09-13,500000.0,2024-12-24,False,Works_Recommended.csv
5311,Normal/Others,WS/MP889/2024-2025/140624-Providing supply pipelines for drinking water,Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,Kanajhara Ta.Deesa : For water pipe line work in Gambhirpura area (2023-24),2024-09-13,500000.0,2024-12-24,False,Works_Recommended.csv
