sr_no,work_category,work,state,ida,work_description,honble_members_of_parliament,constituency,image,completion_date,amount_disbursed_rupees,amount_disbursed_rupees_invalid_negative,source_dataset
17410,Normal/Others,WS/MP18222/2025-2026/170629-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),susheel saroj ke ghar ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17411,Normal/Others,WS/MP18222/2025-2026/170630-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),harishankar pal ke ghar ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17412,Normal/Others,WS/MP18222/2025-2026/170631-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),mannu sharma,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17413,Normal/Others,WS/MP18222/2025-2026/170632-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),raysahab yadav ke avas ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17414,Normal/Others,WS/MP18222/2025-2026/170633-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),akhilesh yadav ke ghar ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17415,Normal/Others,WS/MP632/2024-2025/142070-Lighting of public spaces,Kerala,KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA),Providing 8 Meter LED Mini Mast Light at Vengakkunnu Bhagam in Mundakkayam Grama Panchayat. (SC),Anto Antony,PATHANAMTHITTA,Images,2025-10-04,217501.0,False,Works Completed.csv
17416,Normal/Others,WS/MP18222/2025-2026/170634-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),prem kumar ke ghar ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17417,Normal/Others,WS/MP18222/2025-2026/170635-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),rankat yadav ke makan ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17418,Normal/Others,WS/MP18222/2025-2026/170637-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),krishnaprakash yadav,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17419,Normal/Others,WS/MP18222/2025-2026/170638-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),indrajeet maurya ke avas ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17420,Normal/Others,WS/MP18222/2025-2026/170639-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),durgesh yadav,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17421,Normal/Others,WS/MP18222/2025-2026/170640-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),pankaj yadav,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17422,Normal/Others,WS/MP18222/2025-2026/170641-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),anil yadav,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17423,Normal/Others,WS/MP18222/2025-2026/170642-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),om prakash pal ke makan ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17424,Normal/Others,WS/MP18222/2025-2026/170643-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),ajeej raien,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17425,Normal/Others,WS/MP18222/2025-2026/170644-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),ram asre maurya ke avas ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17426,Normal/Others,WS/MP18222/2025-2026/170645-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),mohd raffek ke makan ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17427,Normal/Others,WS/MP18222/2025-2026/170646-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),ajor varma ke makan ke pass,BABU SINGH KUSHWAHA,JAUNPUR,,2025-11-14,19989.0,False,Works Completed.csv
17428,Normal/Others,WS/MP18222/2025-2026/170647-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),ramharsh ke avas ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17429,Normal/Others,WS/MP18222/2025-2026/170648-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),rajaram yadav ke,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17430,Normal/Others,WS/MP18222/2025-2026/170650-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),rampraasad yadav,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17431,Normal/Others,WS/MP18222/2025-2026/170649-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),jitendra yadav ke ghar ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17432,Normal/Others,WS/MP18222/2025-2026/170651-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),abhishek kr varma ke ghar ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17433,Normal/Others,WS/MP18222/2025-2026/170652-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),sherbahadur yadav,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17434,Normal/Others,WS/MP18222/2025-2026/170654-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),avinash patel ke ghar ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17435,Normal/Others,WS/MP18222/2025-2026/170655-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),lalbahadur yadav ke avas ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17436,Normal/Others,WS/MP18222/2025-2026/170656-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),shankar patel ke makan ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17437,Normal/Others,WS/MP18222/2025-2026/170657-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),ram lal verma ke avas ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17438,Normal/Others,WS/MP18222/2025-2026/170659-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),suresh yadav ke makan ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17439,Normal/Others,"WS/MP18188/2025-2026/159474-Construction of roads, link roads, pathways or any other road with or without drainage system",Telangana,VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2),"Laying of CC Road from Morangpally Village to Smashanavatika at Morangpally (V), Mominpet (M)",KONDA VISHWESHWAR REDDY,CHELVELLA,,2025-10-04,125000.0,False,Works Completed.csv
17440,Normal/Others,"WS/MP18188/2025-2026/159471-Construction of roads, link roads, pathways or any other road with or without drainage system",Telangana,VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2),"Laying of CC Road from Veterinary Hospital to R&B Road at Morangpally (V), Mominpet (M)",KONDA VISHWESHWAR REDDY,CHELVELLA,,2025-10-04,125000.0,False,Works Completed.csv
17441,Normal/Others,"WS/MP18054/2025-2026/163973-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA),CONSTRUCTIO OF R C C Road WORK RAMESHBHAI ISHAVARBHAI HOUSE TOWARD DAIRY AND INCOMPLET ROAD IN UMIYANAGAR AREA,HARIBHAI PATEL,MAHESANA,Images,2025-11-06,250000.0,False,Works Completed.csv
17442,Normal/Others,WS/MP347/2024-2025/166714-Street lights,Kerala,KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA),"Provide Minimast light at Muthirppara Junction , Naduthery Ward",Shri Suresh Kodikunnil,MAVELIKKARA(SC),Images,2025-10-06,225138.0,False,Works Completed.csv
17443,Normal/Others,WS/MP18222/2025-2026/170660-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),mevalal gautam ke ghar ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17444,Normal/Others,WS/MP18222/2025-2026/170661-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),jayram saroj ke avas ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17445,Normal/Others,WS/MP18222/2025-2026/170664-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),surendra patel ke ghar ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17446,Normal/Others,WS/MP18222/2025-2026/170665-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),altaf ke ghar ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17447,Normal/Others,WS/MP18222/2025-2026/170667-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),ramakant verma ke ghar ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17448,Normal/Others,WS/MP18222/2025-2026/170668-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),rajkishor pal,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17449,Normal/Others,WS/MP18222/2025-2026/170669-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),durgesh pal,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17450,Normal/Others,WS/MP18222/2025-2026/170670-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),lalji yadav ke makan ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17451,Normal/Others,WS/MP18222/2025-2026/170672-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),pandit suneel yadav,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17452,Normal/Others,WS/MP18222/2025-2026/170673-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),deenanath yadav ke ghar ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17453,Normal/Others,WS/MP18222/2025-2026/170674-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),ajay yadav ke ghar ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17454,Normal/Others,WS/MP18222/2025-2026/170676-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),shashikant yadav,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17455,Normal/Others,WS/MP18222/2025-2026/170678-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),jilajeet yadav ke makan ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17456,Normal/Others,WS/MP18222/2025-2026/170679-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),vinay yadav ke makan ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17457,Normal/Others,WS/MP18222/2025-2026/170680-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),sujeet kr vishwakarma ke avas ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17458,Normal/Others,WS/MP18222/2025-2026/170681-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),rakesh yadav,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17459,Normal/Others,WS/MP18222/2025-2026/170682-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),shivam saroj ke ghar ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17460,Normal/Others,WS/MP18222/2025-2026/170685-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),susheel gaud ke makan ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17461,Normal/Others,WS/MP18032/2025-2026/193059-Installation of fixed garden gym equipment,Bihar,KAIMUR (BHABUA)(DISTRICT PLANNING OFFICER KAIMUR BHABUA_IDA),"Installation of gym according to letter at High School, Ban ka Bahuara",SUDHAKAR SINGH,BUXAR,Images,2025-10-06,1499860.0,False,Works Completed.csv
17462,Normal/Others,WS/MP18222/2025-2026/170686-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),santosh yadav,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17463,Normal/Others,WS/MP18222/2025-2026/170688-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),ramesh yadav,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17464,Normal/Others,WS/MP18222/2025-2026/170689-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),ravi maurya ke avaas ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17465,Normal/Others,WS/MP18222/2025-2026/170693-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),amar bahadur yadav,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17466,Normal/Others,WS/MP18222/2025-2026/170691-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),jitendra kr harijan,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17467,Normal/Others,WS/MP18222/2025-2026/170694-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),brijesh yadav,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17468,Normal/Others,WS/MP18173/2024-2025/137925-Construction of community centers and community halls,Tamil Nadu,Viluppuram(DISTRICT COLLECTOR VILLUPURAM_IDA),Construction of Fair Price Shop at Appampattu village in Konai Panchayat,THARANIVENTHAN M S,ARANI,Images,2025-10-06,1352339.0,False,Works Completed.csv
17469,Normal/Others,WS/MP761/2025-2026/224074-Street lights,Telangana,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),"Providing LED High Mast light near Kasturba School, Mokanpally (V)",Arvind Dharmapuri,NIZAMABAD,,2025-10-04,134904.0,False,Works Completed.csv
17470,Normal/Others,WS/MP18222/2025-2026/170695-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),sumit jaiswal,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17471,Normal/Others,WS/MP18222/2025-2026/170699-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),rahul yadav,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17472,Normal/Others,WS/MP18222/2025-2026/170701-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),munna,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17473,Normal/Others,WS/MP18222/2025-2026/170703-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),shiv prasad maurya ji ke vaas ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17474,Normal/Others,WS/MP18222/2025-2026/170704-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),ram prasad yadav ji ghar ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17475,Normal/Others,WS/MP18222/2025-2026/170705-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),narendra maurya,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17476,Normal/Others,WS/MP18222/2025-2026/170708-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),surendra maurya ji ke ghar ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17477,Normal/Others,WS/MP18222/2025-2026/170709-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),laxmishankar yadav,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17478,Normal/Others,WS/MP18222/2025-2026/170711-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),pramod vishwakarma,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17479,Normal/Others,WS/MP18222/2025-2026/170712-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),harishchand yadav,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17480,Normal/Others,WS/MP883/2025-2026/155112-Construction of water tanks,Bihar,SAMASTIPUR(DISTRICT PLANNING OFFICER SAMASTIPUR_IDA),PRAKHAND UJIYARPUR PANCHAYAT BHAGWANPUR KAMLA KE RAJKIYA MADHY VIDHALAY KAMLA ME SAMUDAYIK PEYJAL PANI TANKI (WATER ATM) BHAWAN KE SATH NIRMAN,Nityanand Rai,UJJARPUR,Images,2025-10-04,322014.0,False,Works Completed.csv
17481,Normal/Others,WS/MP18222/2025-2026/170713-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),suryamani harijan ke avass ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17482,Normal/Others,WS/MP18222/2025-2026/170714-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),suraj yadaav,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17483,Normal/Others,WS/MP883/2025-2026/155117-Construction of water tanks,Bihar,SAMASTIPUR(DISTRICT PLANNING OFFICER SAMASTIPUR_IDA),PRAKHAND UJIYARPUR PANCHAYAT NAJIRPUR KE PRATHMIK VIDHALAY TATMA TOLA WARD NO.- 01 ME SAMUDAYIK PEYJAL PANI TANKI (WATER ATM) BHAWAN KE SATH NIRMAN,Nityanand Rai,UJJARPUR,Images,2025-10-04,322014.0,False,Works Completed.csv
17484,Normal/Others,WS/MP18222/2025-2026/170716-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),rajendra yadav,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17485,Normal/Others,WS/MP18222/2025-2026/170715-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),ramasre yadav,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17486,Normal/Others,WS/MP18222/2025-2026/170717-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),ankur yadav,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17487,Normal/Others,WS/MP883/2025-2026/155111-Construction of water tanks,Bihar,SAMASTIPUR(DISTRICT PLANNING OFFICER SAMASTIPUR_IDA),PRAKHAND UJIYARPUR PANCHAYAT RAIPUR KE MAHANT NARAYAN DAS UCHCH VIDHALAY RAIPUR ME SAMUDAYIK PEYJAL PANI TANKI (WATER ATM) BHAWAN KE SATH NIRMAN,Nityanand Rai,UJJARPUR,Images,2025-10-04,322014.0,False,Works Completed.csv
17488,Normal/Others,WS/MP18222/2025-2026/170718-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),suneel yadav,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17489,Normal/Others,WS/MP18222/2025-2026/170719-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),susheel maurya ke avvas ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17490,Normal/Others,WS/MP18222/2025-2026/170734-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),shreechand maurya,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17491,Normal/Others,WS/MP883/2025-2026/155015-Construction of water tanks,Bihar,SAMASTIPUR(DISTRICT PLANNING OFFICER SAMASTIPUR_IDA),PRAKHAND UJIYARPUR PANCHAYAT HARPUR REVARI KE RAJKIYA UTKRAMIT MADHYA VIDHALAYA RAMPUR SAMTHU ME SAMUDAYIK PEYJAL PANI TANKI (WATER ATM) BHAWAN KE SATH NIRMAN,Nityanand Rai,UJJARPUR,Images,2025-10-04,322014.0,False,Works Completed.csv
17492,Normal/Others,WS/MP18222/2025-2026/170771-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),lalu maurya ke avass ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17493,Normal/Others,WS/MP18222/2025-2026/170772-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),sheetala maurya ke ghar ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17494,Normal/Others,WS/MP18222/2025-2026/170773-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),sandeep gaud,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17495,Normal/Others,WS/MP18222/2025-2026/170774-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),ramprasad maurya,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17496,Normal/Others,WS/MP883/2025-2026/155016-Construction of water tanks,Bihar,SAMASTIPUR(DISTRICT PLANNING OFFICER SAMASTIPUR_IDA),PRAKHAND UJIYARPUR PANCHAYAT BELARI KE BESIK SKUL BELARI ME SAMUDAYIK PEYJAL PANI TANKI (WATER ATM) BHAWAN KE SATH NIRMAN,Nityanand Rai,UJJARPUR,Images,2025-10-04,322014.0,False,Works Completed.csv
17497,Normal/Others,WS/MP18222/2025-2026/170849-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),arun yadav,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19850.0,False,Works Completed.csv
17498,Normal/Others,WS/MP18222/2025-2026/170850-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),surendra kumar ke ghar ke pass,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17499,Normal/Others,WS/MP18222/2025-2026/170854-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),santlal yadav,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19850.0,False,Works Completed.csv
17500,Normal/Others,WS/MP883/2025-2026/155014-Construction of water tanks,Bihar,SAMASTIPUR(DISTRICT PLANNING OFFICER SAMASTIPUR_IDA),PRAKHAND UJIYARPUR PANCHAYAT RAMCHANDRAPUR ANDHAIL KE PRATHMIK VIDHALAY CHHAPRA RAMCHANDRAPUR ANDHAIL VARD NO.14 ME SAMUDAYIK PEYJAL PANI TANKI (WATER ATM) BHAWAN KE SATH NIRMAN,Nityanand Rai,UJJARPUR,Images,2025-10-04,322014.0,False,Works Completed.csv
17501,Normal/Others,WS/MP18222/2025-2026/170857-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),dharmendra yadav,BABU SINGH KUSHWAHA,JAUNPUR,Images,2026-07-31,19989.0,False,Works Completed.csv
17502,Normal/Others,WS/MP883/2025-2026/155118-Construction of water tanks,Bihar,SAMASTIPUR(DISTRICT PLANNING OFFICER SAMASTIPUR_IDA),PRAKHAND UJIYARPUR PANCHAYAT NIKASPUR KE PRATHMIK VIDHALAY CHAKDAULAT ME SAMUDAYIK PEYJAL PANI TANKI (WATER ATM) BHAWAN KE SATH NIRMAN,Nityanand Rai,UJJARPUR,Images,2025-10-04,322014.0,False,Works Completed.csv
